Time,X,Y,Z,Zrange,Gas1L,Gas1R
85140,0.1848764718,0.3435772061,0.3096329570,309,18204,17988
85150,0.1840115339,0.3432743549,0.3099182248,310,18204,17988
85160,0.1817902476,0.3421183527,0.3097758889,310,18204,17988
85170,0.1802350879,0.3404456079,0.3097079992,310,18204,17988
85180,0.1793271303,0.3402142525,0.3099574745,310,18204,17988
85190,0.1780261695,0.3397435546,0.3100665212,307,18204,17988
85200,0.1767944694,0.3393613398,0.3088095784,307,18204,17985
85210,0.1752630025,0.3384564221,0.3087021708,307,18204,17985
85220,0.1735509336,0.3370927572,0.3085138202,307,18204,17985
85230,0.1710647494,0.3341275454,0.3078947067,307,18204,17985
85240,0.1698749363,0.3341234922,0.3084161580,309,18204,17985
85250,0.1690887809,0.3348439038,0.3086318076,309,18204,17985
85260,0.1680816561,0.3349865675,0.3087068796,309,18204,17985
85270,0.1658855379,0.3320982158,0.3082500398,309,18204,17985
85280,0.1647946984,0.3324361444,0.3081898391,308,18204,17985
85290,0.1634813696,0.3318051994,0.3081102967,308,18204,17985
85300,0.1623639166,0.3320061266,0.3081350923,308,18204,17985
85310,0.1603458822,0.3289788663,0.3076689243,308,18204,17985
85320,0.1590895057,0.3293879330,0.3078131974,308,18204,17985
85330,0.1566763073,0.3249931633,0.3080908060,310,18204,17985
85340,0.1553643048,0.3256103694,0.3082469702,310,18204,17985
85350,0.1540965289,0.3252095580,0.3082967699,310,18204,17985
85360,0.1528633237,0.3250665367,0.3083786368,310,18204,17985
85370,0.1504156590,0.3198873401,0.3067388535,306,18204,17985
85380,0.1488941163,0.3196880817,0.3067113161,306,18204,17985
85390,0.1471667737,0.3181290030,0.3064233363,306,18204,17985
85400,0.1457476020,0.3199018538,0.3067758679,306,18204,17985
85410,0.1441602856,0.3171484172,0.3063660860,311,18204,17985
85420,0.1427327096,0.3187951744,0.3084510565,311,18204,17985
85430,0.1411044896,0.3181158602,0.3083624542,311,18204,17985
85440,0.1384020895,0.3100869358,0.3072530925,311,18204,17985
85450,0.1371166259,0.3099567890,0.3077410460,311,18199,17985
85460,0.1355925500,0.3082387447,0.3081599474,309,18199,17985
85470,0.1339682639,0.3089687824,0.3083743751,309,18199,17985
85480,0.1322727501,0.3072680831,0.3082324564,309,18199,17985
