Time,X,Y,Z
520,0.0000658941,-0.0000410324,0.0149419270
530,0.0000697870,-0.0000421872,0.0148252873
540,0.0000713896,-0.0000432691,0.0147003168
550,0.0000685661,-0.0000437607,0.0145651083
561,4.1704392433,-0.0015759324,0.0144200362
570,3.0452141762,14.3110647202,0.0131531078
580,3.0452086926,14.3110647202,0.0129333464
591,2.4659242630,16.1398983002,0.0127009926
601,2.5563435555,15.8434143066,0.0124576688
610,2.7373623848,14.9722442627,0.0129307462
620,2.7373566628,14.9722433090,0.0127164898
630,2.7837173939,14.0001602173,0.0124628013
640,2.7134575844,14.1650047302,0.0122292005
650,2.5930585861,14.3630237579,0.0131792575
660,2.5930585861,14.3630247116,0.0129998941
670,2.5893676281,14.2147855759,0.0128001049
681,2.6408140659,12.9218358994,0.0125390235
693,2.8204541206,10.8268728256,0.0122562917
700,2.8806986809,10.6899251938,0.0141242649
710,2.8807034492,10.6899261475,0.0140142823
720,3.0566196442,10.1099910736,0.0139537109
730,3.0566220284,10.1099910736,0.0138288541
740,2.9644401073,10.4770870209,0.0138021987
750,3.0130500793,10.2908277512,0.0136936447
760,2.9881031513,10.1211862564,0.0135346092
770,3.0208821297,10.5590820312,0.0134520903
782,2.9662823677,10.4599056244,0.0139751285
790,3.1513769627,9.6677169800,0.0138525879
800,3.2751929760,8.0065746307,0.0137410993
810,2.9506497383,4.4265327454,0.0135191483
820,2.8902721405,4.1823554039,0.0133446585
830,2.0748891830,0.8158093691,0.0139173772
840,2.0537240505,1.0103826523,0.0138090774
850,1.8381078243,1.8369939327,0.0136812096
860,1.7718995810,1.7513101101,0.0135429958
870,1.7577470541,1.7503465414,0.0133725675
880,1.7132574320,1.7687377930,0.0134859653
891,1.6487817764,1.8476551771,0.0132884160
900,1.6495438814,1.8565614223,0.0131162209
910,1.6501939297,1.8558936119,0.0129414117
920,1.6459939480,1.8737320900,0.0124296602
931,1.6198738813,1.8535609245,0.0122210197
940,1.6352876425,1.8675603867,0.0120127006
950,1.6250298023,1.9193145037,0.0118910978
960,1.6133686304,1.9272491932,0.0125780692
970,1.5988423824,1.9225730896,0.0124031715
980,1.5867048502,1.8977345228,0.0121897664
990,1.5867050886,1.8977338076,0.0119807124
1000,1.5859774351,1.8965021372,0.0117455721
1010,1.5800026655,1.9054070711,0.0136626214
1020,1.5800055265,1.9054069519,0.0135456016
1030,1.5800063610,1.9054069519,0.0134200947
1040,1.5732524395,1.9004808664,0.0132638877
1050,1.5681285858,1.8982579708,0.0142805632
1060,1.5598827600,1.8974554539,0.0141992941
1070,1.5598864555,1.8974550962,0.0141034499
1080,1.5598903894,1.8974537849,0.0139980996
1090,1.5598922968,1.8974540234,0.0138835302
1100,1.5559738874,1.8954949379,0.0150538329
1110,1.5562257767,1.8936356306,0.0149960415
1120,1.5564572811,1.8846515417,0.0149231367
1130,1.5564618111,1.8846513033,0.0148449028
1140,1.5566623211,1.8829352856,0.0140155647
1150,1.5557079315,1.8828486204,0.0138809970
1160,1.5557993650,1.8821661472,0.0137400767
1170,1.5558595657,1.8831720352,0.0135869766
1180,1.5524973869,1.8814769983,0.0148715917
1190,1.5528053045,1.8812820911,0.0147939203
1200,1.5529147387,1.8771772385,0.0147011848
1210,1.5450731516,1.8755284548,0.0146014448
1220,1.5398280621,1.8774523735,0.0144656440
1230,1.5320317745,1.8791126013,0.0137416320
1240,1.5307983160,1.8802924156,0.0135864550
1250,1.5258500576,1.8789757490,0.0134217590
1261,1.5184447765,1.8772984743,0.0132586695
1270,1.5183103085,1.8766232729,0.0138667552
1280,1.5187108517,1.8726724386,0.0137163736
1290,1.5187109709,1.8726714849,0.0135609061
1300,1.5151329041,1.8739281893,0.0134080742
1311,1.5147405863,1.8680838346,0.0143282209
1320,1.5133534670,1.8675028086,0.0142038632
1330,1.5119215250,1.8659958839,0.0140681649
1340,1.5092278719,1.8667364120,0.0139368875
1350,1.5060230494,1.8640069962,0.0137878647
1360,1.5042630434,1.8631556034,0.0141223529
1370,1.5020314455,1.8649767637,0.0139972689
1380,1.5020334721,1.8649779558,0.0138516678
1390,1.5016354322,1.8644464016,0.0137029858
1400,1.5016207695,1.8645108938,0.0145540489
1410,1.4999815226,1.8625197411,0.0144401118
1420,1.4993761778,1.8613831997,0.0143022919
1431,1.4989199638,1.8619939089,0.0141755240
1440,1.5010893345,1.8639916182,0.0140155945
1450,1.5014752150,1.8655731678,0.0147091262
1460,1.5014767647,1.8655722141,0.0145929595
1470,1.5001875162,1.8651187420,0.0144754918
1480,1.5002208948,1.8648082018,0.0143448412
1490,1.5000808239,1.8649277687,0.0152941681
1500,1.5000833273,1.8649249077,0.0152047789
1510,1.5006766319,1.8651356697,0.0151071912
1520,1.5006473064,1.8660945892,0.0149982478
1530,1.5006959438,1.8660404682,0.0148798004
1540,1.5004435778,1.8659472466,0.0152374664
1550,1.5007934570,1.8671734333,0.0151289757
1560,1.5007979870,1.8671749830,0.0150099387
1570,1.4992059469,1.8663433790,0.0148563404
1580,1.4996219873,1.8664288521,0.0147759439
1590,1.4988415241,1.8683843613,0.0146190422
1600,1.4988751411,1.8680609465,0.0144513873
1610,1.4968426228,1.8649582863,0.0144481258
1620,1.4971268177,1.8646516800,0.0145576084
1630,1.4971311092,1.8646436930,0.0142305139
1640,1.4967168570,1.8651770353,0.0142312516
1650,1.4960963726,1.8659648895,0.0138738090
1660,1.4960969687,1.8659670353,0.0138738090
1671,1.4961116314,1.8659763336,0.0142122684
1680,1.4965132475,1.8657714128,0.0140460907
1690,1.4952859879,1.8652503490,0.0138575137
1700,1.4949145317,1.8647353649,0.0136727132
1711,1.4949178696,1.8647334576,0.0134845981
1720,1.4924219847,1.8647080660,0.0134887658
1730,1.4924254417,1.8647072315,0.0130786896
1740,1.4927746058,1.8651491404,0.0130596813
1750,1.4930702448,1.8649573326,0.0128592011
1760,1.4927737713,1.8655730486,0.0140082808
1770,1.4925986528,1.8645899296,0.0136745004
1780,1.4921544790,1.8656713963,0.0136737917
1790,1.4903720617,1.8649674654,0.0133280046
1800,1.4902390242,1.8649662733,0.0143793831
1810,1.4901777506,1.8648661375,0.0142430468
1820,1.4903229475,1.8646914959,0.0141016813
1830,1.4914044142,1.8627289534,0.0138082849
1840,1.4915943146,1.8623065948,0.0137773631
1850,1.4917428493,1.8623373508,0.0139596956
1860,1.4909769297,1.8639949560,0.0139661934
1870,1.4915361404,1.8639589548,0.0138147660
1880,1.4915391207,1.8639554977,0.0134738963
1890,1.4915981293,1.8639421463,0.0148123680
1900,1.4916000366,1.8639414310,0.0147008849
1910,1.4921798706,1.8658095598,0.0145823583
1920,1.4921840429,1.8658105135,0.0144555625
1930,1.4922074080,1.8658022881,0.0149606103
1940,1.4921058416,1.8637501001,0.0148484176
1950,1.4921365976,1.8633397818,0.0147305345
1960,1.4910459518,1.8647205830,0.0146194566
1971,1.4910465479,1.8647187948,0.0144805433
1980,1.4894309044,1.8639280796,0.0154994261
1990,1.4894033670,1.8638612032,0.0154092554
2000,1.4894067049,1.8638591766,0.0152990008
2010,1.4892582893,1.8642327785,0.0151889734
2020,1.4894781113,1.8640779257,0.0142631847
2030,1.4886021614,1.8652052879,0.0140928002
2040,1.4886698723,1.8655285835,0.0139160044
2050,1.4870599508,1.8650702238,0.0137270512
2060,1.4868183136,1.8649839163,0.0152416620
2070,1.4841437340,1.8646274805,0.0151374536
2080,1.4843072891,1.8645267487,0.0150317615
2090,1.4830505848,1.8634192944,0.0149002448
2100,1.4831376076,1.8633313179,0.0147522381
2110,1.4827128649,1.8638023138,0.0135387704
2120,1.4810233116,1.8635082245,0.0133240568
2130,1.4800764322,1.8630353212,0.0130868023
2140,1.4785550833,1.8625837564,0.0128545808
2150,1.4784303904,1.8627887964,0.0143187167
2160,1.4785550833,1.8642761707,0.0141750108
2170,1.4777182341,1.8653550148,0.0140404897
2180,1.4777257442,1.8653675318,0.0138841094
2190,1.4769105911,1.8663380146,0.0137363588
2200,1.4769722223,1.8663077354,0.0136637110
2210,1.4769514799,1.8663288355,0.0135077508
2220,1.4771690369,1.8665535450,0.0132516976
2230,1.4758784771,1.8663038015,0.0152557520
2240,1.4762612581,1.8648697138,0.0191168357
2250,1.4774211645,1.8674577475,0.0203624759
2260,1.4820444584,1.8636901379,0.0347367376
2270,1.4829394817,1.8624713421,0.0755900070
2280,1.4810686111,1.8618743420,0.0610057265
2290,1.4877989292,1.8661756516,0.1039512828
2300,1.4892679453,1.8652776480,0.1212420911
2310,1.4857121706,1.8645223379,0.1329779178
2320,1.4891890287,1.8629935980,0.1491071582
2330,1.4831857681,1.8630416393,0.1124537513
2340,1.4895089865,1.8602142334,0.1365194619
2350,1.4901307821,1.8599179983,0.1438072324
2360,1.4903085232,1.8573310375,0.1499952078
2371,1.4882752895,1.8593230247,0.1061829776
2380,1.4886772633,1.8599034548,0.1087045223
2390,1.4886523485,1.8598271608,0.1112057567
2400,1.4884314537,1.8599153757,0.1133786291
2410,1.4864336252,1.8607364893,0.0788575560
2420,1.4864296913,1.8606312275,0.0790011659
2430,1.4861942530,1.8608158827,0.0790304020
2440,1.4863079786,1.8607333899,0.0793571398
2451,1.4859739542,1.8612226248,0.0795247108
2460,1.4835859537,1.8618844748,0.0537366979
2470,1.4834622145,1.8620467186,0.0524263121
2480,1.4836177826,1.8621622324,0.0511305630
2490,1.4835233688,1.8622866869,0.0497599132
2500,1.4834600687,1.8639264107,0.0343425721
2510,1.4831337929,1.8624984026,0.0322705582
2520,1.4837261438,1.8627419472,0.0301914643
2530,1.4835573435,1.8626610041,0.0278394446
2540,1.4835019112,1.8628762960,0.0256974399
2550,1.4836537838,1.8631187677,0.0183837768
2560,1.4838762283,1.8630166054,0.0158392768
2570,1.4834471941,1.8638838530,0.0132919084
2580,1.4830538034,1.8641016483,0.0107817389
2590,1.4831051826,1.8640009165,0.0092264302
2600,1.4829015732,1.8641744852,0.0067313989
2610,1.4824991226,1.8646335602,0.0037502772
2620,1.4822374582,1.8650380373,0.0003652947
2630,1.4807207584,1.8653641939,-0.0028500147
2640,1.4805308580,1.8658730984,0.0041402299
2650,1.4807392359,1.8665077686,0.0029192376
2660,1.4801679850,1.8668832779,0.0020948343
2670,1.4804470539,1.8664933443,0.0022176201
2680,1.4798696041,1.8638820648,0.0011840359
2690,1.4811197519,1.8624085188,-0.0042478978
2700,1.4813492298,1.8608672619,-0.0091296639
2710,1.4820336103,1.8601988554,-0.0116212573
2720,1.4830861092,1.8594145775,-0.0132834855
2730,1.4834212065,1.8593289852,-0.0094693312
2740,1.4830604792,1.8596141338,-0.0059916959
2750,1.4873491526,1.8576422930,-0.0071771457
2760,1.4867776632,1.8552919626,-0.0061030951
2770,1.4869959354,1.8525288105,0.0012728451
2780,1.4869372845,1.8509786129,0.0063097351
2790,1.4860243797,1.8463293314,-0.0011383237
2800,1.4866148233,1.8482555151,0.0069242278
2810,1.4861848354,1.8503531218,0.0153079387
2821,1.4866864681,1.8492864370,0.0207975321
2830,1.4858547449,1.8469352722,0.0317331031
2840,1.4830141068,1.8474608660,0.0293756649
2850,1.4802607298,1.8480131626,0.0208960306
2860,1.4789142609,1.8490219116,0.0263647735
2870,1.4770405293,1.8513747454,0.0208415333
2880,1.4739919901,1.8503396511,0.0335462801
2890,1.4737689495,1.8506124020,0.0412419364
2900,1.4674450159,1.8526740074,0.0455175936
2910,1.4649587870,1.8532837629,0.0589308664
2920,1.4624843597,1.8536150455,0.0659251139
2930,1.4608458281,1.8554317951,0.0708598644
2940,1.4602546692,1.8566874266,0.0646563396
2950,1.4599010944,1.8578504324,0.0676393509
2960,1.4582371712,1.8589394093,0.0697143823
2970,1.4586101770,1.8600940704,0.0729950368
2980,1.4547704458,1.8639016151,0.0808177665
2990,1.4554574490,1.8639650345,0.0715160072
3000,1.4542099237,1.8658628464,0.0719408169
3010,1.4553605318,1.8671474457,0.0737136006
3020,1.4541997910,1.8689584732,0.0743339956
3030,1.4546394348,1.8693512678,0.0657167137
3040,1.4538159370,1.8707621098,0.0658942461
3050,1.4539191723,1.8733295202,0.0648360252
3060,1.4532147646,1.8746421337,0.0648737699
3070,1.4551097155,1.8756731749,0.0573635399
3080,1.4530897141,1.8793692589,0.0584407523
3090,1.4532701969,1.8806736469,0.0629923418
3100,1.4517598152,1.8830268383,0.0608697757
3110,1.4529978037,1.8861309290,0.0669807494
3120,1.4525552988,1.8875747919,0.0562678240
3130,1.4529385567,1.8887138367,0.0589856617
3140,1.4554439783,1.8869938850,0.0600273721
3150,1.4571380615,1.8829987049,0.0432631709
3160,1.4563602209,1.8856534958,0.0514641628
3170,1.4576059580,1.8868281841,0.0516593643
3180,1.4576882124,1.8918602467,0.0596036352
3190,1.4570373297,1.8943446875,0.0590454750
3200,1.4559257030,1.8939994574,0.0450593941
3210,1.4547432661,1.8962162733,0.0374165475
3220,1.4556033611,1.8988343477,0.0387951881
3230,1.4561505318,1.9018101692,0.0349698067
3240,1.4558943510,1.9032355547,0.0351998582
3250,1.4560444355,1.9052004814,0.0260783974
3260,1.4566705227,1.9062354565,0.0274514928
3271,1.4560034275,1.9085441828,0.0252687540
3280,1.4556884766,1.9094667435,0.0255921986
3290,1.4549123049,1.9111725092,0.0177464765
3300,1.4549264908,1.9127359390,0.0191648286
3310,1.4543526173,1.9147660732,0.0176250748
3320,1.4534690380,1.9158322811,0.0184342228
3330,1.4524708986,1.9164023399,0.0141445529
3340,1.4513610601,1.9168270826,0.0127617391
3351,1.4525721073,1.9146231413,0.0126031339
3360,1.4550194740,1.9127694368,0.0017374353
3370,1.4549784660,1.9128043652,0.0089718178
3380,1.4537945986,1.9129157066,0.0168614201
3390,1.4554712772,1.9114741087,0.0173596665
3400,1.4546357393,1.9115736485,0.0225444920
3410,1.4537264109,1.9116473198,0.0267914962
3420,1.4522916079,1.9128338099,0.0264529120
3430,1.4517720938,1.9133510590,0.0269182995
3440,1.4515123367,1.9148664474,0.0274357684
3450,1.4527915716,1.9145463705,0.0336037353
3460,1.4528226852,1.9141936302,0.0375685021
3470,1.4502421618,1.9137086868,0.0424902029
3480,1.4501159191,1.9133732319,0.0461971201
3490,1.4544984102,1.9165506363,0.0606754832
3500,1.4540426731,1.9155044556,0.0846042931
3510,1.4539439678,1.9149632454,0.0834521949
3521,1.4539858103,1.9142420292,0.0864557847
3530,1.4534204006,1.9131885767,0.0848869830
3540,1.4527753592,1.9124983549,0.0849227682
3550,1.4524167776,1.9133932590,0.0858335271
3561,1.4515895844,1.9119455814,0.0869916379
3570,1.4518761635,1.9119297266,0.0916649699
3580,1.4512267113,1.9119631052,0.0939748883
3590,1.4505100250,1.9126311541,0.0988204405
3600,1.4492498636,1.9092818499,0.0949712098
3610,1.4489774704,1.9095535278,0.1022035629
3620,1.4467421770,1.9083499908,0.1028562784
3630,1.4471329451,1.9086076021,0.1068713441
3640,1.4477583170,1.9080492258,0.0988926440
3650,1.4468412399,1.9080451727,0.1009116471
3660,1.4455275536,1.9071381092,0.1016707495
3670,1.4458884001,1.9073039293,0.1048848704
3680,1.4454617500,1.9072784185,0.1058942005
3690,1.4457906485,1.9078347683,0.0971242636
3700,1.4452264309,1.9072594643,0.0979791880
3710,1.4448633194,1.9073729515,0.0986941308
3720,1.4451149702,1.9071292877,0.0996395797
3730,1.4459997416,1.9082463980,0.0948928967
3740,1.4447364807,1.9076160192,0.0951498523
3750,1.4441956282,1.9078289270,0.0952743590
3760,1.4431110620,1.9082509279,0.0945770219
3770,1.4430296421,1.9086812735,0.0953462720
3780,1.4433208704,1.9083068371,0.0902511626
3790,1.4428182840,1.9087783098,0.0899909288
3800,1.4429088831,1.9093883038,0.0896931216
3810,1.4426544905,1.9097590446,0.0892721936
3820,1.4427739382,1.9095811844,0.0863789767
3830,1.4428088665,1.9096717834,0.0856743976
3841,1.4431837797,1.9106656313,0.0850896090
3850,1.4434182644,1.9116512537,0.0845556408
3860,1.4431792498,1.9116188288,0.0858690813
3870,1.4428155422,1.9115027189,0.0853691101
3880,1.4424588680,1.9119875431,0.0847728774
3890,1.4422906637,1.9125363827,0.0843222290
3900,1.4419511557,1.9125770330,0.0840636715
3910,1.4420890808,1.9131007195,0.0846637934
3920,1.4421839714,1.9139534235,0.0844601318
3930,1.4416966438,1.9138038158,0.0850394070
3940,1.4407911301,1.9139170647,0.0846352130
3950,1.4406613111,1.9143002033,0.0855672285
3960,1.4405382872,1.9145399332,0.0857780129
3970,1.4406991005,1.9148119688,0.0864808932
3980,1.4406561852,1.9145696163,0.0867257416
3990,1.4394532442,1.9157299995,0.0883020386
4000,1.4392855167,1.9157960415,0.0880013406
4010,1.4388643503,1.9159089327,0.0885384977
4020,1.4398063421,1.9157539606,0.0904953480
4030,1.4396792650,1.9157634974,0.0913842097
4040,1.4391191006,1.9163812399,0.0908839405
4051,1.4404321909,1.9160530567,0.0923650116
4060,1.4405367374,1.9169896841,0.0941993445
4070,1.4400869608,1.9167648554,0.0951618627
4080,1.4422949553,1.9176057577,0.0949747711
4091,1.4440504313,1.9180788994,0.0938795507
4100,1.4429962635,1.9181642532,0.1005812138
4110,1.4438328743,1.9189249277,0.1019672081
4120,1.4436430931,1.9190430641,0.1031669751
4130,1.4433720112,1.9195162058,0.1022963747
4140,1.4431538582,1.9196205139,0.1030064449
4150,1.4429961443,1.9196672440,0.1038562879
4160,1.4453011751,1.9202287197,0.1074866727
4170,1.4453532696,1.9201375246,0.1088312939
4180,1.4449831247,1.9206247330,0.1110238656
4190,1.4449275732,1.9212828875,0.1123279408
4200,1.4443932772,1.9214793444,0.1132759303
4210,1.4442539215,1.9217817783,0.1142341122
4220,1.4440972805,1.9214147329,0.1127276644
4230,1.4438496828,1.9228019714,0.1133057103
4240,1.4448324442,1.9230105877,0.1144882068
4250,1.4443414211,1.9234955311,0.1149859503
4260,1.4442176819,1.9240655899,0.1167839020
4270,1.4441361427,1.9246158600,0.1177520752
4280,1.4439353943,1.9252130985,0.1186354533
4290,1.4441232681,1.9254460335,0.1196406260
4300,1.4448491335,1.9259815216,0.1210366711
4310,1.4450917244,1.9259332418,0.1217647195
4320,1.4453586340,1.9259083271,0.1224493310
4330,1.4454114437,1.9259657860,0.1231386662
4340,1.4458711147,1.9259696007,0.1237402260
4350,1.4461042881,1.9264693260,0.1255456954
4360,1.4459582567,1.9270381927,0.1264178753
4370,1.4469119310,1.9281339645,0.1269960701
4380,1.4469599724,1.9283752441,0.1275769919
4390,1.4470373392,1.9284797907,0.1297585964
4400,1.4473057985,1.9284085035,0.1305011660
4410,1.4462629557,1.9289011955,0.1312033683
4420,1.4479918480,1.9289782047,0.1342949122
4430,1.4517886639,1.9285656214,0.1331449598
4440,1.4516854286,1.9271683693,0.1351573467
4450,1.4532581568,1.9277573824,0.1359693110
4461,1.4522874355,1.9284056425,0.1401114464
4470,1.4532198906,1.9297161102,0.1418060660
4480,1.4518946409,1.9301373959,0.1419386268
4490,1.4502719641,1.9316383600,0.1410766542
4500,1.4524983168,1.9324960709,0.1461364627
4510,1.4497416019,1.9328660965,0.1465247869
4520,1.4517320395,1.9324965477,0.1498415768
4530,1.4519289732,1.9327418804,0.1496381611
4541,1.4526183605,1.9343490601,0.1506607682
4550,1.4523366690,1.9347541332,0.1516161412
4560,1.4522889853,1.9348859787,0.1526881158
4570,1.4510824680,1.9359289408,0.1462010741
4580,1.4491105080,1.9363139868,0.1468523741
4590,1.4500261545,1.9366440773,0.1474928409
4600,1.4499434233,1.9369401932,0.1483269930
4610,1.4497550726,1.9371367693,0.1485289484
4620,1.4495522976,1.9374848604,0.1495320499
4630,1.4480869770,1.9375990629,0.1496656388
4640,1.4484364986,1.9378622770,0.1506617516
4650,1.4472388029,1.9388610125,0.1508588940
4660,1.4455791712,1.9400945902,0.1462664455
4670,1.4464111328,1.9400976896,0.1466353685
4680,1.4465665817,1.9411289692,0.1467742175
4690,1.4471154213,1.9415770769,0.1468262672
4700,1.4462652206,1.9428048134,0.1457616538
4710,1.4453828335,1.9429014921,0.1455479413
4720,1.4447700977,1.9433978796,0.1454325616
4730,1.4438228607,1.9436392784,0.1451255977
4740,1.4438272715,1.9440119267,0.1449119449
4750,1.4437373877,1.9443289042,0.1448496729
4760,1.4439806938,1.9447637796,0.1447699070
4770,1.4435132742,1.9457781315,0.1447589546
4780,1.4434621334,1.9458854198,0.1448211521
4790,1.4429173470,1.9459939003,0.1453000903
4800,1.4431724548,1.9460582733,0.1455043852
4810,1.4427268505,1.9462395906,0.1455677897
4820,1.4429763556,1.9473609924,0.1457679868
4831,1.4431655407,1.9477058649,0.1474935412
4840,1.4430158138,1.9480557442,0.1477674544
4850,1.4422360659,1.9480626583,0.1480943412
4860,1.4419541359,1.9481827021,0.1487810612
4870,1.4415605068,1.9483363628,0.1487414986
4880,1.4416142702,1.9490077496,0.1527654827
4890,1.4415746927,1.9493533373,0.1533513814
4900,1.4419726133,1.9505673647,0.1540639251
4910,1.4417682886,1.9505292177,0.1546881348
4920,1.4418587685,1.9504867792,0.1555445939
4930,1.4419590235,1.9512451887,0.1562546045
4940,1.4419040680,1.9511909485,0.1569088548
4950,1.4420634508,1.9514632225,0.1575901657
4960,1.4427628517,1.9514931440,0.1583009511
4970,1.4428898096,1.9511312246,0.1609707028
4980,1.4427886009,1.9515827894,0.1618459970
4990,1.4430714846,1.9520837069,0.1626485735
5000,1.4443340302,1.9518483877,0.1634635478
5010,1.4453914165,1.9521198273,0.1659967452
5020,1.4455333948,1.9535017014,0.1673373133
5030,1.4466390610,1.9528956413,0.1683973819
5041,1.4487543106,1.9537389278,0.1689057350
5050,1.4502278566,1.9537858963,0.1710085273
5060,1.4509152174,1.9536893368,0.1719108820
5070,1.4490416050,1.9504815340,0.1828310341
5080,1.4491169453,1.9494776726,0.1842111051
5090,1.4489754438,1.9493755102,0.1866041422
5100,1.4483664036,1.9492888451,0.1846452355
5111,1.4493557215,1.9491353035,0.1878977120
5120,1.4496737719,1.9497569799,0.1878872961
5130,1.4499965906,1.9503970146,0.1894179881
5140,1.4495480061,1.9504375458,0.1867569387
5151,1.4497439861,1.9514098167,0.1884419769
5160,1.4497280121,1.9515944719,0.1884339899
5172,1.4501513243,1.9514548779,0.1894014031
5180,1.4501526356,1.9511849880,0.1900974214
5190,1.4506402016,1.9507476091,0.1896505356
5201,1.4496169090,1.9509154558,0.1904511899
5211,1.4495751858,1.9511872530,0.1910016239
5220,1.4496760368,1.9516091347,0.1914968342
5230,1.4500545263,1.9512315989,0.1912236214
5240,1.4518747330,1.9512699842,0.1915466636
5252,1.4513497353,1.9514786005,0.1923895329
5261,1.4514431953,1.9513801336,0.1923957467
5270,1.4510637522,1.9518897533,0.1936184913
5281,1.4514245987,1.9519093037,0.1939147413
5290,1.4515033960,1.9524459839,0.1941775233
5302,1.4521697760,1.9529664516,0.1943948418
5310,1.4523925781,1.9530807734,0.1945983022
5320,1.4530383348,1.9535521269,0.1948775947
5330,1.4529688358,1.9533512592,0.1950823218
5340,1.4535245895,1.9532347918,0.1952128559
5351,1.4535844326,1.9528864622,0.1953183115
5360,1.4528516531,1.9531828165,0.1960459650
5371,1.4540371895,1.9533481598,0.1965954751
5380,1.4531766176,1.9533567429,0.1968021840
5390,1.4538043737,1.9544352293,0.1969838887
5400,1.4552963972,1.9547573328,0.1974161565
5410,1.4563226700,1.9551283121,0.1968618929
5421,1.4536602497,1.9570382833,0.1971959025
5431,1.4535034895,1.9571235180,0.1973165870
5441,1.4554610252,1.9572567940,0.1981434226
5450,1.4554147720,1.9572519064,0.1980883777
5460,1.4557023048,1.9575051069,0.1982558221
5472,1.4550293684,1.9570271969,0.1986555606
5480,1.4550361633,1.9569483995,0.1986594945
5491,1.4560172558,1.9570748806,0.1988872588
5500,1.4552973509,1.9576925039,0.1992044747
5510,1.4553463459,1.9585553408,0.1993739158
5520,1.4550609589,1.9580665827,0.1996030211
5530,1.4550337791,1.9580659866,0.1997660846
5541,1.4550575018,1.9587579966,0.2011685818
5552,1.4556863308,1.9585056305,0.2014741302
5560,1.4557014704,1.9585115910,0.2016637474
5570,1.4583692551,1.9573601484,0.2016431838
5580,1.4557836056,1.9587252140,0.2018918097
5590,1.4595415592,1.9590973854,0.2023352832
5600,1.4564455748,1.9619300365,0.2040652633
5610,1.4576512575,1.9580709934,0.2061518133
5621,1.4579323530,1.9579490423,0.2065487802
5631,1.4586039782,1.9583979845,0.2048427761
5641,1.4591349363,1.9584425688,0.2050481141
5650,1.4556244612,1.9594044685,0.2062287480
5660,1.4585626125,1.9591302872,0.2075757980
5670,1.4580367804,1.9592711926,0.2059944123
5681,1.4579278231,1.9597395658,0.2061022818
5690,1.4567519426,1.9607391357,0.2060962617
5700,1.4574334621,1.9603246450,0.2063663155
5710,1.4577679634,1.9607553482,0.2063880712
5722,1.4577983618,1.9613964558,0.2062190622
5730,1.4588202238,1.9612106085,0.2062944621
5740,1.4589778185,1.9618896246,0.2062818706
5751,1.4605891705,1.9611591101,0.2063291520
5761,1.4632399082,1.9609812498,0.2045560926
5771,1.4596947432,1.9613554478,0.2064508349
5781,1.4626353979,1.9603388309,0.2067764699
5792,1.4599559307,1.9614280462,0.2078332454
5801,1.4605880976,1.9610342979,0.2056794465
5811,1.4620951414,1.9614320993,0.2057298124
