Time,X,Y,Z,Zrange,Gas1L,Gas1R
860,-0.0018946566,0.0100068571,0.0290998202,18,19001,18811
870,-0.0021900816,0.0106710102,0.0295339543,18,19001,18811
880,-0.0007576023,0.0105228573,0.0307972003,18,18991,18811
890,-0.0030880622,0.0100982701,0.0345570110,17,18991,18811
900,-0.0017348204,0.0103007816,0.0432718918,17,18991,18811
910,-0.0016930143,0.0101125892,0.0441023819,17,18991,18811
920,-0.0033292691,0.0100714238,0.0459964722,17,18991,18811
930,-0.0017562228,0.0095306430,0.0567772128,16,18991,18811
940,-0.0017054726,0.0096850824,0.0422124676,16,18991,18811
950,-0.0018577999,0.0090682339,0.0427020378,16,18991,18811
960,-0.0033840290,0.0102861980,0.0463613793,16,18991,18811
970,-0.0019331488,0.0095502799,0.0575904287,16,18991,18811
980,-0.0022877303,0.0097524989,0.0433893166,18,18991,18811
990,-0.0034821406,0.0103307199,0.0437924154,18,18991,18811
1000,-0.0019763098,0.0096690077,0.0498198755,18,18991,18811
1010,-0.0027516158,0.0092105316,0.0524896756,18,18991,18811
1020,-0.0025184199,0.0103573278,0.0407034084,17,18991,18811
1030,-0.0033337821,0.0105817495,0.0407844074,17,18991,18811
1040,-0.0019558056,0.0097472919,0.0442651175,17,18991,18811
1050,-0.0021223465,0.0097089866,0.0455402359,17,18991,18811
1060,-0.0016814091,0.0096884239,0.0455156490,17,18991,18811
1070,-0.0016286043,0.0102020334,0.0357173234,19,18991,18811
1080,-0.0016018216,0.0091592018,0.0361235812,19,18991,18811
1090,-0.0019961847,0.0091073886,0.0364437588,19,18991,18811
1100,-0.0032586528,0.0099098347,0.0362078659,19,18991,18811
1110,-0.0033061919,0.0100118723,0.0294675715,17,18991,18811
1120,-0.0029228944,0.0104319481,0.0295881797,17,18991,18811
1130,-0.0035662747,0.0106660752,0.0289921965,17,18991,18811
1140,-0.0019300471,0.0098111248,0.0319130495,17,18991,18819
1150,-0.0027563677,0.0103851315,0.0365226604,17,18991,18819
1160,-0.0018818865,0.0094049424,0.0292553343,17,18991,18819
1170,-0.0024924041,0.0103968959,0.0324590243,17,18991,18819
1180,-0.0018560071,0.0095490478,0.0335133970,17,18991,18819
1190,-0.0022565362,0.0103578484,0.0352738611,17,18991,18819
1200,-0.0018286102,0.0100017469,0.0290597323,18,18991,18819
1210,-0.0035149865,0.0106270323,0.0297329575,18,18991,18819
1220,-0.0029385549,0.0086802477,0.0347180143,18,18991,18819
1230,-0.0016814991,0.0094138132,0.0399168096,18,18991,18819
1240,-0.0016444923,0.0090692956,0.0319670178,18,18991,18819
1250,-0.0026892284,0.0103028482,0.0340891071,18,18991,18819
1260,-0.0029238102,0.0103225233,0.0342095755,18,18991,18819
1270,-0.0016491179,0.0103179496,0.0362163745,18,18991,18819
1280,-0.0027006769,0.0103013311,0.0390481539,18,18991,18819
1290,-0.0031519542,0.0097147645,0.0319614522,21,18991,18819
1300,-0.0031762244,0.0103434203,0.0327923931,21,18991,18819
1310,-0.0025430489,0.0099084759,0.0334806181,21,18991,18819
1320,-0.0025323872,0.0092483647,0.0329807363,21,18991,18819
1330,-0.0016373068,0.0092765214,0.0272623692,19,18991,18819
1340,-0.0026990748,0.0105325086,0.0303025283,19,18991,18819
1350,-0.0027104507,0.0094345883,0.0327051654,19,18991,18819
1360,-0.0031582499,0.0092011802,0.0322378613,19,18991,18819
1370,-0.0033993658,0.0104831690,0.0336529799,21,18991,18819
1380,-0.0025352475,0.0096549392,0.0312601365,21,18995,18819
1390,-0.0020825192,0.0098691722,0.0308213700,21,18995,18819
1400,-0.0013984740,0.0092147905,0.0299149528,21,18995,18819
1410,-0.0031191644,0.0102301864,0.0363650844,21,18995,18819
1420,-0.0031392146,0.0091917887,0.0303404368,16,18995,18819
1430,-0.0018291848,0.0093739163,0.0322216116,16,18995,18819
1440,-0.0013604051,0.0102529312,0.0319992639,16,18995,18819
1450,-0.0033153493,0.0099918498,0.0370670632,16,18995,18819
1460,-0.0024534194,0.0095881596,0.0320030600,17,18995,18819
1470,-0.0015581958,0.0091355527,0.0316101536,17,18995,18819
1480,-0.0033167612,0.0095294183,0.0352867097,17,18995,18819
1490,-0.0017726361,0.0092546334,0.0397563726,17,18995,18819
1500,-0.0024258927,0.0092286291,0.0415645689,17,18995,18819
1510,-0.0024391138,0.0100010922,0.0315865837,15,18995,18819
1520,-0.0035716409,0.0100138094,0.0313113406,15,18995,18819
1530,-0.0024751008,0.0102251219,0.0341694765,15,18995,18819
1540,-0.0015619620,0.0102391271,0.0334349610,15,18995,18819
1550,-0.0022230737,0.0100431861,0.0282687880,16,18995,18819
1560,-0.0015364529,0.0095894430,0.0277980883,16,18995,18819
1570,-0.0019682264,0.0098049343,0.0284917373,16,18995,18819
1580,-0.0015091812,0.0095755253,0.0282236561,16,18995,18819
1590,-0.0021922155,0.0095894272,0.0249610525,19,18995,18819
1600,-0.0017395241,0.0104883760,0.0251494236,19,18995,18819
1610,-0.0024115408,0.0100456914,0.0256800894,19,18995,18819
1620,-0.0035602718,0.0100543294,0.0240844209,19,18995,18819
1630,-0.0029161505,0.0091374144,0.0268009752,19,18995,18808
1640,-0.0035998744,0.0104866866,0.0239477139,15,18995,18808
1650,-0.0020484636,0.0104847262,0.0257669911,15,18995,18808
1660,-0.0022612088,0.0104887541,0.0264909025,15,18995,18808
1670,-0.0015720167,0.0098166326,0.0259556994,15,18995,18808
1680,-0.0015518251,0.0098222112,0.0223736186,16,18995,18808
1690,-0.0017624357,0.0102673946,0.0225486271,16,18995,18808
1700,-0.0022081907,0.0084586143,0.0229220893,16,18995,18808
1710,-0.0022044792,0.0092998249,0.0266324691,16,18995,18808
1720,-0.0017527101,0.0095169460,0.0268023983,19,18995,18808
1730,-0.0026541241,0.0102184815,0.0236804616,19,18995,18808
1740,-0.0015316214,0.0095285289,0.0261836983,19,18995,18808
1750,-0.0035609682,0.0095062898,0.0287247114,19,18995,18808
1760,-0.0024674432,0.0092373230,0.0336134620,19,18995,18808
1770,-0.0035921668,0.0101812407,0.0287718177,19,18995,18808
1780,-0.0020280937,0.0104013653,0.0313146748,19,18995,18808
1790,-0.0024831335,0.0094843479,0.0337366834,19,18995,18808
1800,-0.0024814589,0.0094741397,0.0340648293,19,18995,18808
1810,-0.0036092440,0.0101916958,0.0283965822,17,18995,18808
1820,-0.0038552491,0.0104304142,0.0282803942,17,18995,18808
1830,-0.0015966675,0.0090343161,0.0324704349,17,18995,18808
1840,-0.0027647619,0.0096885609,0.0392914042,17,18995,18808
1850,-0.0027633538,0.0101513956,0.0397285782,17,18995,18808
1860,-0.0036681369,0.0099560656,0.0336526483,22,18995,18808
1870,-0.0022941318,0.0083082635,0.0361512415,22,18995,18808
1880,-0.0034832966,0.0091887712,0.0417908281,22,18996,18808
1890,-0.0027925733,0.0084667020,0.0433636941,22,18996,18808
1900,-0.0022562230,0.0081004957,0.0325286239,15,18996,18808
1910,0.0008384768,0.0081169596,0.0299922209,15,18996,18808
1920,-0.0000177629,0.0079766810,0.0390824527,15,18996,18808
1930,0.0000116410,0.0079543013,0.0401839577,15,18996,18808
1940,0.0071024820,0.0070717852,0.0359865911,17,18996,18808
1950,0.0069517330,0.0074635609,0.0525449105,17,18996,18808
1960,0.0090630082,0.0063037090,0.0512056388,17,18996,18808
1970,0.0091682021,0.0072382982,0.0640836060,17,18996,18808
1980,0.0082938578,0.0061682565,0.0699978545,17,18996,18808
