Time,X,Y,Z
1080,0.9292622209,2.3680305481,0.0125803966
1090,0.9299042225,2.3723444939,0.0125481561
1100,0.9299577475,2.3722863197,0.0138771869
1110,0.9332782626,2.3757610321,0.0138992071
1121,0.9332773089,2.3757593632,0.0139224557
1130,0.9369819760,2.3774607182,0.0139200883
1140,0.9369835258,2.3774580956,0.0139348684
1150,0.9422705173,2.3818321228,0.0127519798
1160,0.9455143213,2.3789758682,0.0127046350
1170,0.9456731677,2.3779854774,0.0126424814
1180,0.9456724524,2.3779819012,0.0125724506
1190,0.9539231062,2.3801932335,0.0106624076
1201,0.9608290792,2.3778750896,0.0105041163
1210,0.9622088671,2.3771035671,0.0102986014
1220,0.9613276720,2.3769419193,0.0101155993
1230,0.9576680660,2.3753790855,0.0099283904
1240,0.9576925635,2.3753895760,0.0106010810
1250,0.9577003121,2.3754122257,0.0104493480
1260,0.9547432065,2.3765873909,0.0103022978
1270,0.9547449350,2.3765816689,0.0101467138
1280,0.9574037194,2.3806953430,0.0099165523
1290,0.9574025869,2.3806915283,0.0097505702
1300,0.9573308229,2.3805334568,0.0095769512
1310,0.9573277831,2.3805301189,0.0094033033
1320,0.9585381150,2.3811552525,0.0107900137
1330,0.9599831104,2.3827352524,0.0106969411
1340,0.9597493410,2.3801448345,0.0106095672
1350,0.9604765773,2.3789827824,0.0105334762
1360,0.9604759812,2.3789806366,0.0104277078
1370,0.9609668255,2.3798446655,0.0113965254
1380,0.9625769854,2.3819694519,0.0113235125
1390,0.9625765085,2.3819687366,0.0112662530
1400,0.9655282497,2.3830766678,0.0112078842
1410,0.9669752121,2.3830993176,0.0131219560
1420,0.9679415822,2.3834767342,0.0131601095
1430,0.9686724544,2.3840079308,0.0132010570
1440,0.9700179100,2.3821437359,0.0132277431
1450,0.9700184464,2.3821437359,0.0132536022
1460,0.9710060954,2.3819780350,0.0140593369
1470,0.9715999961,2.3791525364,0.0141384825
1480,0.9728365541,2.3808002472,0.0141854146
1490,0.9732759595,2.3800628185,0.0142474817
1500,0.9742531776,2.3753752708,0.0137496097
1510,0.9739046693,2.3748157024,0.0137633467
1520,0.9745233059,2.3759603500,0.0137711931
1530,0.9741729498,2.3782625198,0.0138047282
1540,0.9754099846,2.3770828247,0.0138251763
1550,0.9766241312,2.3787045479,0.0130297551
1560,0.9723408222,2.3773877621,0.0130288024
1570,0.9756138921,2.3796551228,0.0129544819
1580,0.9757848382,2.3808221817,0.0129178613
1590,0.9757881165,2.3808228970,0.0128965154
1600,0.9757878184,2.3808202744,0.0128330328
1610,0.9757875204,2.3808188438,0.0127719473
1620,0.9774990082,2.3828399181,0.0126956906
1630,0.9764784575,2.3857066631,0.0123483073
1640,0.9772467613,2.3875012398,0.0122630782
1650,0.9768498540,2.3873724937,0.0121762129
1660,0.9736857414,2.3859708309,0.0120955305
1670,0.9736850262,2.3859701157,0.0119978618
1680,0.9737284184,2.3859794140,0.0131814172
1690,0.9737283587,2.3859786987,0.0131458081
1700,0.9743036032,2.3868570328,0.0130983591
1710,0.9738563299,2.3868231773,0.0130673433
1720,0.9752680063,2.3888633251,0.0134019665
1730,0.9739080667,2.3889579773,0.0133731198
1740,0.9747802019,2.3878154755,0.0133475680
1750,0.9758025408,2.3867795467,0.0133061586
1760,0.9758016467,2.3867764473,0.0132627003
1770,0.9762958288,2.3882985115,0.0130949505
1780,0.9764662385,2.3888518810,0.0130450791
1790,0.9780546427,2.3889505863,0.0129897958
1800,0.9781556726,2.3893716335,0.0129600223
1810,0.9790847898,2.3897798061,0.0129146157
1820,0.9769736528,2.3944082260,0.0129074734
1830,0.9769759178,2.3944056034,0.0128441267
1840,0.9790571332,2.3925998211,0.0127993347
1850,0.9790573120,2.3926010132,0.0127283735
1860,0.9790983200,2.3925991058,0.0136466483
1870,0.9799330235,2.3936803341,0.0136258965
1880,0.9763666391,2.3952112198,0.0135981515
1890,0.9787690043,2.3944327831,0.0135761546
1900,0.9794222116,2.3943114281,0.0133236581
1910,0.9802187681,2.3941664696,0.0133069847
1920,0.9802197218,2.3941659927,0.0132563300
1930,0.9801195264,2.3942770958,0.0132166147
1940,0.9795101285,2.3938326836,0.0134726316
1950,0.9795131683,2.3938329220,0.0134282727
1960,0.9794270992,2.3942127228,0.0133765154
1970,0.9794277549,2.3942091465,0.0133234095
1980,0.9783915281,2.3939285278,0.0132765090
1990,0.9783915877,2.3939259052,0.0130951004
2000,0.9787301421,2.3945240974,0.0130327912
2010,0.9794147611,2.3950302601,0.0129483249
2020,0.9794130325,2.3950269222,0.0128670931
2030,0.9789581895,2.3948829174,0.0120161520
2040,0.9793061018,2.3950419426,0.0118858786
2050,0.9789038301,2.3964676857,0.0117695760
2060,0.9790377021,2.3965260983,0.0116327647
2070,0.9790377021,2.3965232372,0.0114918733
2080,0.9790584445,2.3965203762,0.0132837687
2090,0.9790595174,2.3965177536,0.0132368384
2100,0.9790610671,2.3965172768,0.0131861726
2110,0.9792966247,2.3954560757,0.0131376619
2120,0.9786797166,2.3952794075,0.0134735266
2130,0.9786325097,2.3947293758,0.0134470640
2140,0.9786565900,2.3938229084,0.0134350983
2150,0.9785689116,2.3938963413,0.0133894086
2160,0.9810182452,2.3961613178,0.0124320537
2170,0.9782486558,2.3955698013,0.0123239271
2180,0.9776077867,2.3947982788,0.0122192185
2190,0.9777811766,2.3949253559,0.0121062435
2200,0.9777900577,2.3949344158,0.0119858859
2210,0.9777766466,2.3949506283,0.0111095849
2220,0.9774535894,2.3952207565,0.0107839117
2230,0.9773917794,2.3938803673,0.0108021460
2240,0.9778712988,2.3949453831,0.0106353499
2250,0.9778587818,2.3949706554,0.0102811828
2260,0.9822918177,2.4056217670,0.0101002883
2270,0.9765084982,2.4112906456,0.0099266134
2280,0.9668388367,2.4133698940,0.0097553991
2290,0.9669120908,2.4131641388,0.0096052522
2300,0.9643862247,2.4121985435,0.0101185273
2311,0.9642508030,2.4121913910,0.0101054376
2320,0.9655005932,2.4111123085,0.0100834407
2330,0.9656977057,2.4111602306,0.0100287842
2340,0.9676269889,2.4143946171,0.0120238112
2350,0.9676633477,2.4144611359,0.0120570371
2360,0.9681308866,2.4146137238,0.0121309105
2370,0.9631661773,2.4120554924,0.0122796511
2380,0.9639624953,2.4118454456,0.0126197413
2390,0.9646186233,2.4121377468,0.0127514284
2400,0.9506294727,2.4156510830,0.0128494967
2410,0.9521946907,2.4157257080,0.0129456995
2420,0.9521656036,2.4158210754,0.0130835976
2430,0.9520501494,2.4159626961,0.0139180543
2440,0.9526185989,2.4164960384,0.0140784336
2450,0.9517861605,2.4157187939,0.0141403330
2460,0.9526308775,2.4152219296,0.0142602175
2471,0.9532201886,2.4148864746,0.0142839393
2480,0.9544547796,2.4150569439,0.0144515159
2490,0.9551064968,2.4148766994,0.0146367168
2500,0.9573261738,2.4151477814,0.0148206865
2510,0.9581039548,2.4151303768,0.0147265941
2520,0.9582287073,2.4151861668,0.0139399543
2530,0.9615591764,2.4165511131,0.0143794948
2540,0.9617520571,2.4168517590,0.0146749755
2550,0.9616347551,2.4173269272,0.0149020981
2560,0.9622353911,2.4168653488,0.0164436493
2570,0.9623599648,2.4165375233,0.0168075878
2580,0.9626095891,2.4167382717,0.0178606324
2590,0.9626769423,2.4174675941,0.0185985342
2600,0.9626389146,2.4154834747,0.0185341034
2610,0.9634785652,2.4168124199,0.0167345311
2620,0.9633449912,2.4158823490,0.0178694893
2630,0.9634951949,2.4157562256,0.0186081678
2640,0.9638189673,2.4158484936,0.0186368674
2650,0.9640420675,2.4155025482,0.0182992257
2660,0.9646266699,2.4150691032,0.0183044542
2670,0.9653031826,2.4140751362,0.0183460712
2680,0.9662246704,2.4137194157,0.0184382722
2690,0.9670984745,2.4133708477,0.0197061859
2700,0.9671347141,2.4137771130,0.0201055147
2710,0.9670054913,2.4142436981,0.0201118663
2720,0.9666945934,2.4145994186,0.0200724714
2730,0.9664695859,2.4146244526,0.0201986060
2740,0.9663199186,2.4146595001,0.0232242011
2750,0.9662548304,2.4146709442,0.0240559038
2760,0.9666355252,2.4146723747,0.0248113032
2770,0.9681746960,2.4132671356,0.0248063970
2780,0.9684048891,2.4127645493,0.0172773413
2790,0.9687662125,2.4125244617,0.0171171762
2800,0.9689604640,2.4124026299,0.0176056456
2810,0.9694381356,2.4131405354,0.0187082477
2820,0.9646055102,2.4165301323,0.0192737672
2830,0.9646527767,2.4173426628,0.0144802798
2840,0.9644155502,2.4169929028,0.0136717176
2850,0.9661612511,2.4173772335,0.0173344202
2860,0.9669804573,2.4171860218,0.0176854301
2870,0.9637649059,2.4195597172,0.0092172334
2880,0.9640018940,2.4167711735,-0.0000818869
2890,0.9610813260,2.4207568169,-0.0046746940
2900,0.9617392421,2.4198274612,0.0015991714
2911,0.9609558582,2.4180850983,0.0091637000
2921,0.9615155458,2.4174852371,0.0113086700
2930,0.9670748711,2.4177448750,0.0226881672
2940,0.9686444998,2.4177663326,0.0338085331
2950,0.9697109461,2.4184000492,0.0397455394
2960,0.9676915407,2.4174547195,0.0267465357
2970,0.9632782340,2.4222650528,0.0273631532
2980,0.9633915424,2.4224007130,0.0286972634
2990,0.9630863667,2.4222621918,0.0274334345
3000,0.9637244344,2.4271867275,0.0167855378
3010,0.9561841488,2.4400899410,-0.0102702035
3020,0.9485372305,2.4431507587,-0.0126117487
3030,0.9486203790,2.4467463493,-0.0004632750
3040,0.9450003505,2.4475746155,-0.0091668693
3050,0.9399648309,2.4504206181,-0.0029194716
3060,0.9381969571,2.4501872063,-0.0091462722
3070,0.9366683960,2.4517784119,-0.0158975087
3080,0.9341817498,2.4529116154,-0.0071167080
3090,0.9302187562,2.4538121223,-0.0088782217
3100,0.9262801409,2.4542276859,-0.0003463028
3110,0.9254333973,2.4542846680,0.0029130829
3120,0.9209586382,2.4565477371,0.0035903158
3130,0.9176174402,2.4549961090,0.0031033934
3140,0.9160193205,2.4556524754,0.0084935129
3150,0.9137640595,2.4561069012,0.0095135029
3160,0.9128159881,2.4535782337,0.0090405568
3170,0.9123068452,2.4553389549,0.0123041449
3180,0.9138133526,2.4526159763,0.0096449358
3191,0.9122648239,2.4524116516,0.0107661495
3200,0.9147125483,2.4527881145,0.0106456373
3210,0.9153504968,2.4524691105,0.0090424465
3221,0.9142724276,2.4521894455,0.0079231141
3230,0.9137686491,2.4522008896,0.0117720906
3240,0.9143813252,2.4486613274,0.0145677552
3250,0.9141755700,2.4477725029,0.0154843740
3260,0.9155506492,2.4476771355,0.0167847965
3270,0.9146558046,2.4479000568,0.0187397003
3280,0.9140749574,2.4477808475,0.0221590828
3290,0.9148645401,2.4459059238,0.0250723548
3300,0.9175184965,2.4473681450,0.0250972714
3310,0.9186103940,2.4465129375,0.0261994638
3320,0.9218460917,2.4478313923,0.0234653465
3330,0.9246827364,2.4487955570,0.0292055514
3340,0.9263862371,2.4483540058,0.0276311990
3350,0.9281286001,2.4495005608,0.0342145599
3360,0.9302849770,2.4483058453,0.0322146118
3370,0.9326161146,2.4495146275,0.0356678590
3380,0.9345707893,2.4487001896,0.0365164541
3390,0.9361723661,2.4492111206,0.0374384522
3400,0.9376381636,2.4487674236,0.0337859280
3410,0.9385994077,2.4478850365,0.0374169946
3420,0.9396393895,2.4471228123,0.0379155986
3430,0.9410820603,2.4474914074,0.0398846641
3440,0.9444957972,2.4470491409,0.0401879400
3451,0.9462232590,2.4484210014,0.0356599055
3461,0.9456493855,2.4476590157,0.0377275683
3470,0.9480838776,2.4488811493,0.0374982022
3480,0.9497901201,2.4483704567,0.0376827121
3490,0.9494432807,2.4482440948,0.0326050669
3500,0.9494528174,2.4471638203,0.0320811756
3510,0.9489372969,2.4468407631,0.0312619954
3520,0.9484220743,2.4469673634,0.0297178328
3530,0.9492120743,2.4464099407,0.0277022626
3540,0.9501411319,2.4465637207,0.0271174237
3550,0.9480375648,2.4457855225,0.0275808461
3560,0.9481187463,2.4464256763,0.0271646548
3570,0.9485632181,2.4482231140,0.0295624379
3580,0.9477164149,2.4481310844,0.0249408707
3590,0.9448255301,2.4463753700,0.0223900955
3600,0.9437807202,2.4474534988,0.0234916545
3610,0.9437474608,2.4471254349,0.0243205000
3620,0.9434892535,2.4484183788,0.0200246871
3630,0.9413028359,2.4491214752,0.0164463259
3640,0.9383747578,2.4486744404,0.0156916771
3650,0.9377971888,2.4491500854,0.0199964885
3660,0.9366734028,2.4526777267,0.0170643143
3671,0.9337816238,2.4526998997,0.0174167603
3680,0.9328671694,2.4525778294,0.0142866522
3690,0.9294760227,2.4522523880,0.0175012648
3700,0.9280865192,2.4530069828,0.0226035882
3710,0.9267324209,2.4526865482,0.0181862377
3720,0.9247543216,2.4538557529,0.0171583313
3730,0.9248090386,2.4538149834,0.0216554981
3740,0.9237879515,2.4555706978,0.0254721791
3750,0.9218864441,2.4592850208,0.0226720851
3760,0.9218864441,2.4592850208,0.0226720851
3770,0.9217535853,2.4614195824,0.0278159548
3780,0.9208830595,2.4617686272,0.0305512082
3790,0.9199140668,2.4642629623,0.0322604328
3800,0.9212530851,2.4639265537,0.0224997830
3810,0.9202022552,2.4643621445,0.0231618900
3820,0.9201590419,2.4628102779,0.0229785014
3830,0.9202017784,2.4615986347,0.0220738985
3840,0.9213362932,2.4638884068,0.0150259128
3850,0.9210618734,2.4639368057,0.0151791740
3860,0.9218212962,2.4646997452,0.0150093213
3870,0.9233682156,2.4650337696,0.0130400555
3880,0.9244628549,2.4649534225,0.0117869545
3890,0.9258780479,2.4663770199,0.0109801255
3900,0.9265417457,2.4639618397,0.0136312582
3910,0.9298533201,2.4651663303,0.0115680955
3920,0.9318581223,2.4664139748,0.0123717049
3930,0.9323235154,2.4654681683,0.0185363851
3940,0.9350643754,2.4654679298,0.0190321617
3951,0.9366653562,2.4641497135,0.0215298589
3961,0.9373650551,2.4633717537,0.0221940950
3971,0.9391945601,2.4642877579,0.0273693949
3982,0.9404954910,2.4637362957,0.0299697313
3990,0.9416068792,2.4633901119,0.0310727675
4002,0.9434057474,2.4634380341,0.0333263837
4012,0.9451847076,2.4642302990,0.0314328559
4022,0.9461546540,2.4641425610,0.0324126594
4032,0.9467622042,2.4628672600,0.0341969579
4041,0.9489583969,2.4625728130,0.0354208462
4050,0.9493606687,2.4605245590,0.0371520333
4061,0.9497098327,2.4605977535,0.0391191170
4070,0.9506456256,2.4600381851,0.0398683846
4081,0.9511099458,2.4591295719,0.0399817526
4091,0.9544728994,2.4589369297,0.0445653349
4102,0.9555339813,2.4581561089,0.0446314216
4110,0.9563295841,2.4584090710,0.0455760360
4120,0.9568670392,2.4592983723,0.0465382114
4130,0.9570265412,2.4600045681,0.0470417701
4141,0.9576002359,2.4596467018,0.0480528139
4150,0.9585096240,2.4579985142,0.0491473302
4160,0.9576204419,2.4565155506,0.0492097214
4170,0.9574199915,2.4568963051,0.0511509702
4182,0.9574486613,2.4571437836,0.0522710420
4191,0.9575586319,2.4572761059,0.0499512367
4200,0.9581029415,2.4575309753,0.0505059846
4210,0.9589802027,2.4567399025,0.0521000810
4220,0.9598107338,2.4573752880,0.0533578955
4233,0.9593058228,2.4557058811,0.0567256771
4240,0.9592000246,2.4554572105,0.0542078614
4251,0.9592911601,2.4545164108,0.0544321425
4260,0.9591668844,2.4553229809,0.0546064004
4270,0.9594478607,2.4548747540,0.0559713915
4280,0.9598172307,2.4554312229,0.0530864075
4292,0.9595090747,2.4549889565,0.0539623722
4300,0.9597279429,2.4547049999,0.0540740788
4311,0.9603247643,2.4553475380,0.0543348901
4322,0.9608994126,2.4545922279,0.0546663627
4331,0.9605954885,2.4545342922,0.0491932072
4340,0.9613019228,2.4542419910,0.0493042730
4350,0.9622346163,2.4543380737,0.0489103124
4361,0.9608445764,2.4542489052,0.0506464988
4371,0.9612020254,2.4569327831,0.0455269106
4381,0.9610517621,2.4568715096,0.0470797122
4392,0.9608194232,2.4569969177,0.0479428992
4400,0.9612719417,2.4565799236,0.0479382500
4412,0.9613900781,2.4567193985,0.0440808721
4422,0.9620352387,2.4558825493,0.0436540432
4430,0.9620402455,2.4554963112,0.0436624661
4442,0.9611153007,2.4552209377,0.0428173356
4451,0.9619747996,2.4558320045,0.0437071547
4460,0.9616289139,2.4559931755,0.0394953452
4470,0.9615833163,2.4559862614,0.0396081395
4482,0.9614166021,2.4555628300,0.0387216136
4492,0.9614456892,2.4552927017,0.0387824252
4500,0.9621700644,2.4544653893,0.0389230028
4510,0.9622347355,2.4541444778,0.0386976898
4523,0.9624528885,2.4515929222,0.0388459638
4532,0.9625770450,2.4513294697,0.0388528779
4542,0.9616042972,2.4493730068,0.0411269665
4553,0.9619702697,2.4480712414,0.0409591421
4560,0.9619702697,2.4480712414,0.0409591421
4570,0.9627569914,2.4476976395,0.0421918966
4580,0.9620619416,2.4464628696,0.0425543748
4591,0.9619503617,2.4458627701,0.0448360331
4602,0.9618696570,2.4456584454,0.0455409326
4610,0.9623478055,2.4458723068,0.0458388962
4622,0.9626733661,2.4448928833,0.0463309400
4631,0.9625273943,2.4439795017,0.0488828234
4641,0.9628263712,2.4439358711,0.0497418307
4650,0.9632077813,2.4446852207,0.0502721220
4660,0.9628127217,2.4444489479,0.0521894693
4670,0.9628975391,2.4443111420,0.0530406758
4681,0.9633830190,2.4438199997,0.0562625080
4690,0.9638233185,2.4428739548,0.0568103269
4702,0.9643600583,2.4434425831,0.0603148676
4711,0.9648672938,2.4436466694,0.0621471405
4722,0.9655917883,2.4409711361,0.0605083369
4731,0.9653000832,2.4399454594,0.0614147037
4742,0.9663826227,2.4406077862,0.0679341182
4752,0.9679841995,2.4388573170,0.0651355907
4763,0.9679347873,2.4397051334,0.0769121125
4770,0.9682185650,2.4388787746,0.0729770660
4780,0.9680700898,2.4391915798,0.0740839094
4790,0.9682580233,2.4383344650,0.0759216473
4802,0.9675993919,2.4373962879,0.0756018162
4812,0.9671144485,2.4373762608,0.0726261735
4820,0.9671951532,2.4366619587,0.0731241480
4830,0.9676729441,2.4370777607,0.0744797736
4840,0.9677499533,2.4363803864,0.0748154894
4850,0.9670706987,2.4357903004,0.0749422982
4860,0.9669684768,2.4345481396,0.0741747543
4870,0.9656665921,2.4340939522,0.0740924403
4880,0.9660788178,2.4339258671,0.0746864676
4890,0.9656133056,2.4335203171,0.0746099055
4900,0.9654162526,2.4337100983,0.0703072175
4910,0.9656583667,2.4334142208,0.0698659942
4920,0.9649229050,2.4335944653,0.0695482939
4930,0.9647141099,2.4331417084,0.0693985820
4940,0.9646357298,2.4330170155,0.0689816475
4950,0.9644446969,2.4332537651,0.0681703091
4960,0.9642845392,2.4326703548,0.0675461814
4970,0.9642006159,2.4326210022,0.0674734786
4980,0.9637733102,2.4320652485,0.0669328570
4990,0.9635713100,2.4318947792,0.0656297356
5000,0.9634843469,2.4321203232,0.0651948452
5013,0.9631713629,2.4317145348,0.0643907115
5020,0.9631068110,2.4318656921,0.0640407279
5030,0.9635139108,2.4325926304,0.0615438707
5040,0.9634401202,2.4326789379,0.0608989224
5050,0.9634068012,2.4321987629,0.0608893782
5060,0.9633728862,2.4322447777,0.0605273321
5070,0.9632665515,2.4320294857,0.0602287874
5080,0.9631855488,2.4314620495,0.0587271713
5090,0.9632611871,2.4307358265,0.0583196133
5100,0.9646825194,2.4328651428,0.0600203499
5110,0.9640972614,2.4316942692,0.0721410885
5120,0.9651704431,2.4321415424,0.0668930262
5130,0.9626129270,2.4279441833,0.0765995607
5140,0.9631819725,2.4272472858,0.0837005004
5150,0.9637455940,2.4273316860,0.0912078470
5160,0.9632383585,2.4269778728,0.0941621214
5170,0.9635680914,2.4268503189,0.0812558234
5180,0.9635087252,2.4264121056,0.0820238665
5190,0.9631142020,2.4265878201,0.0831269100
5200,0.9628355503,2.4267320633,0.0831612200
5210,0.9629793167,2.4268159866,0.0804759488
5220,0.9629669189,2.4266965389,0.0813103765
5230,0.9630120397,2.4266827106,0.0818306580
5240,0.9631181955,2.4265444279,0.0823881403
5250,0.9614059925,2.4190490246,0.0889830142
5260,0.9607496262,2.4181077480,0.0962773114
5270,0.9606715441,2.4171836376,0.1079718918
5280,0.9604245424,2.4166386127,0.1133758277
5290,0.9606738687,2.4165756702,0.1155625582
5300,0.9611940980,2.4180331230,0.1008863077
5310,0.9615870714,2.4188315868,0.0992922187
5320,0.9609422088,2.4188849926,0.1018185541
5330,0.9615781903,2.4184646606,0.1023765728
5340,0.9612788558,2.4181892872,0.1047695130
5350,0.9616183043,2.4187343121,0.0920244902
5360,0.9626162052,2.4192397594,0.0912490338
5370,0.9622413516,2.4186613560,0.0926729962
5380,0.9636470675,2.4195508957,0.0928513035
5390,0.9635623097,2.4190759659,0.0823050067
5400,0.9633960724,2.4198505878,0.0818748251
5410,0.9634968042,2.4200019836,0.0811129510
5420,0.9633997083,2.4202756882,0.0801766142
5430,0.9652540684,2.4213731289,0.0788333640
5440,0.9658308625,2.4221851826,0.0696062744
5450,0.9665393233,2.4228048325,0.0681886151
5460,0.9663996696,2.4231092930,0.0682208389
5470,0.9664292932,2.4230666161,0.0672847405
5480,0.9664224982,2.4222445488,0.0626947656
5490,0.9661117792,2.4228143692,0.0612733699
5501,0.9665227532,2.4227287769,0.0600854829
5510,0.9666004181,2.4228982925,0.0593047068
5520,0.9671820998,2.4232282639,0.0557283983
5530,0.9668189287,2.4229741096,0.0549445413
5540,0.9669407606,2.4228661060,0.0539577492
5550,0.9672163725,2.4229981899,0.0528472774
5560,0.9676372409,2.4235699177,0.0571308471
5570,0.9680946469,2.4264612198,0.0570156872
5580,0.9683355093,2.4266421795,0.0589044206
5590,0.9680733681,2.4269192219,0.0602457635
5600,0.9682129622,2.4273018837,0.0608693212
5610,0.9685593247,2.4271295071,0.0563995950
5620,0.9687249660,2.4272806644,0.0562626831
5630,0.9683013558,2.4272296429,0.0562410504
5640,0.9685626626,2.4272239208,0.0557002872
5650,0.9692791700,2.4280691147,0.0627281889
5660,0.9698042870,2.4282219410,0.0631500557
5670,0.9675530195,2.4283087254,0.0666289628
5680,0.9679250717,2.4287600517,0.0700318590
5690,0.9684534073,2.4287714958,0.0735039935
5700,0.9695980549,2.4288289547,0.0706640854
5710,0.9696291089,2.4301755428,0.0720892698
5720,0.9682487249,2.4309203625,0.0749202073
5730,0.9665145874,2.4304909706,0.0738042071
5740,0.9668934941,2.4311494827,0.0759143159
5750,0.9670290947,2.4307720661,0.0764806345
5761,0.9675877690,2.4318246841,0.0791296661
5770,0.9684893489,2.4327435493,0.0790712237
5780,0.9687826037,2.4337463379,0.0822564065
5790,0.9686172605,2.4335942268,0.0844681934
5800,0.9696146250,2.4320402145,0.0866478384
5810,0.9691753387,2.4333133698,0.0872293934
5820,0.9687529206,2.4336094856,0.0906536728
