Time,X,Y,Z,Gas1L,Gas1R
0,0.0000094436,-0.0001411334,0.0238162391,18666,18461
100,0.0000225957,0.0000972669,0.0225885585,18666,18461
200,0.0000327310,-0.0001522551,0.0224255528,18666,18453
300,0.0000519492,-0.0001496655,0.0205011256,18666,18453
400,0.0000528456,0.0000694253,0.0229556393,18666,18453
500,0.0000763472,-0.0001659980,0.0202518590,18668,18453
600,0.0000956409,-0.0001616012,0.0182493646,18668,18453
700,0.0000947231,0.0002829673,0.0206808168,18668,18462
800,0.0001005766,0.0000265341,0.0210826918,18668,18462
900,0.0001078167,-0.0002251727,0.0226527024,18668,18462
1000,0.0001185938,0.0002468903,0.0234217327,18660,18462
1100,0.0001191726,-0.0002642642,0.0260375142,18660,18462
1200,0.0001312757,-0.0002652487,0.0229720771,18660,18461
1300,0.0001477924,-0.0002682603,0.0211733412,18660,18461
1400,0.0001562827,-0.0002786135,0.0220490023,18660,18461
1500,0.0001711265,0.0002059817,0.0214828290,18666,18461
1600,0.0001869023,-0.0002948122,0.0208613090,18666,18461
1700,0.0002045165,-0.0003079001,0.0220119525,18666,18464
1800,0.0002194540,-0.0000716345,0.0221810043,18666,18464
1900,0.0002290415,-0.0000803145,0.0228298586,18666,18464
2000,0.0002509026,-0.0003300846,0.0208442286,18670,18464
2100,-0.0001436042,0.0016729764,0.0220212042,18670,18464
2200,-0.0001265452,0.0017924767,0.0234491248,18670,18466
2300,-0.0001052923,0.0015011288,0.0229767412,18670,18466
2400,-0.0000819213,0.0012588880,0.0208439119,18670,18466
2500,-0.0000722364,0.0012298550,0.0205314495,18660,18466
2600,-0.0000606225,0.0014179084,0.0220566336,18660,18466
2700,-0.0000391630,0.0009159257,0.0216026101,18660,18463
2800,-0.0000263436,0.0013776110,0.0216131341,18660,18463
2900,-0.0000158731,0.0013578889,0.0224345662,18660,18463
3000,-0.0000049187,0.0010934945,0.0228663161,18670,18463
3100,0.0000157240,0.0013341722,0.0225834362,18670,18463
3200,0.0000270689,0.0013332613,0.0207072664,18670,18463
3300,0.0000267050,0.0013188336,0.0222238768,18670,18463
3400,0.0000345701,0.0013175955,0.0210464038,18670,18463
3500,0.0000442035,0.0013073953,0.0204918236,18664,18463
3600,0.0000581405,0.0010561472,0.0206225831,18664,18463
3700,0.0000602019,0.0012914522,0.0227429569,18664,18461
3800,0.0000720894,0.0012853657,0.0214261301,18664,18461
3900,0.0000806831,0.0012698685,0.0224744845,18664,18461
4000,0.0000821118,0.0010128202,0.0225838106,18661,18461
4100,0.0000955954,0.0014907982,0.0236993525,18661,18461
4200,0.0001170552,0.0012013715,0.0238248985,18661,18467
4300,-0.0046194419,0.0074740029,0.0103732375,18661,18467
4400,-0.0208693687,0.0156364590,0.0340313762,18661,18467
4500,-0.0492350273,0.0298217647,0.0526964143,18673,18467
4600,-0.0462661125,0.0291910861,0.0370435081,18673,18467
4701,-0.0494499840,0.0327153690,0.0325932950,18673,18482
4801,-0.0443780348,0.0289143194,0.0338310376,18673,18482
4900,-0.0433412567,0.0268919561,0.0640523955,18673,18482
5000,-0.0328848399,0.0285551008,0.0306038540,18699,18482
5100,-0.0371745564,0.0223427769,0.0394092128,18699,18482
5201,-0.0422290154,0.0363308229,0.0732191801,18699,18498
5300,-0.0380693376,0.0433176681,0.0791658685,18699,18498
5401,-0.0261130575,0.0435584784,0.0759699345,18699,18498
5500,-0.0175273921,0.0410833396,0.0847605243,18712,18498
5600,-0.0115280105,0.0392339267,0.0926938131,18712,18498
5700,-0.0114693372,0.0413412414,0.1065196469,18712,18520
5800,-0.0038010154,0.0409062877,0.1395539641,18712,18520
5900,0.0007937217,0.0447940566,0.1694595665,18712,18520
6000,-0.0052949185,0.0441798493,0.1970192790,18719,18520
6100,-0.0054189777,0.0434368737,0.2031923234,18719,18520
6201,-0.0069190273,0.0433714502,0.2148529589,18719,18521
6301,0.0094726933,0.0412983075,0.2322562635,18719,18521
6401,0.0093740849,0.0405639932,0.2471173257,18719,18521
6500,0.0063180262,0.0422849730,0.2574728429,18712,18521
6601,0.0023063710,0.0417586416,0.2684421241,18712,18521
6701,-0.0005387324,0.0431003347,0.2761335969,18712,18516
6800,-0.0032640630,0.0411896333,0.2812211215,18712,18516
6900,-0.0043976177,0.0421281382,0.2814550698,18712,18516
7001,-0.0037236414,0.0422453806,0.2845402360,18724,18516
7101,-0.0014253464,0.0436872207,0.2881515026,18724,18516
7200,-0.0008644566,0.0437078774,0.2924095988,18724,18517
7300,-0.0007075942,0.0424227975,0.2970378697,18724,18517
7400,0.0001868634,0.0424166396,0.3015397191,18724,18517
7500,0.0056273569,0.0404600240,0.3045341671,18722,18517
7600,0.0069695800,0.0404864065,0.3075392842,18722,18517
7700,0.0081406645,0.0400799699,0.3110668659,18722,18528
7800,0.0079121972,0.0397305042,0.3133640587,18722,18528
7901,0.0070360880,0.0386631675,0.3168870211,18722,18528
8000,0.0056242747,0.0384133607,0.3191110492,18727,18528
8100,0.0040058894,0.0388060771,0.3226608932,18727,18528
8200,0.0033928351,0.0386870019,0.3262579441,18727,18530
8301,0.0030932606,0.0379344560,0.3264785111,18727,18530
8400,0.0027890576,0.0377654359,0.3272576928,18727,18530
8500,0.0023660574,0.0365387164,0.3242420554,18729,18530
8601,0.0022139158,0.0351242945,0.3242641389,18729,18530
8701,0.0032248390,0.0322366804,0.3253574967,18729,18527
8800,0.0049479743,0.0315275304,0.3274035752,18729,18527
8901,0.0076585216,0.0327498391,0.3291131258,18729,18527
9001,0.0116945170,0.0383639634,0.3320416808,18724,18527
9101,0.0183035508,0.0459254012,0.3330525458,18724,18527
9201,0.0272704177,0.0556441285,0.3349936008,18724,18527
9301,0.0393579341,0.0723530576,0.3309196830,18724,18527
9401,0.0533096604,0.0842237249,0.3295477033,18724,18527
9501,0.0701154619,0.0968084857,0.3273823857,18713,18527
9601,0.0835976526,0.1065132767,0.3263156414,18713,18527
9701,0.1000878960,0.1201530844,0.3310810626,18713,18534
9801,0.1152067855,0.1350238174,0.3336558044,18713,18534
9901,0.1272293627,0.1453946978,0.3353289664,18713,18534
10001,0.1393329501,0.1605540812,0.3400910497,18709,18534
10101,0.1498967707,0.1693298370,0.3406512737,18709,18534
