Time,X,Y,Z,Zrange,Gas1L,Gas1R
1430,0.0128733162,0.0772818550,0.0404780395,8,18316,18095
1440,0.0156148085,0.0769008026,0.0441428423,8,18316,18095
1450,0.0130725726,0.0773297623,0.0477283075,8,18316,18095
1460,0.0139516136,0.0781496316,0.0488290638,8,18316,18095
1470,0.0125267729,0.0729258806,0.0380133651,14,18316,18095
1480,0.0137182791,0.0745187774,0.0433051288,14,18316,18095
1490,0.0143304430,0.0740122125,0.0433070213,14,18316,18095
1500,0.0119777201,0.0724380687,0.0437532701,14,18316,18095
1510,0.0143216616,0.0706889406,0.0357504711,15,18316,18095
1520,0.0152123300,0.0709769577,0.0351608917,15,18316,18095
1530,0.0133869303,0.0717232078,0.0382859521,15,18316,18091
1540,0.0123657594,0.0722578540,0.0386061221,15,18316,18091
1550,0.0143947825,0.0722658187,0.0397120751,15,18316,18091
1560,0.0126466062,0.0773908868,0.0543865673,76,18316,18091
1570,0.0136930663,0.0777341723,0.0554162338,76,18316,18091
1580,0.0134064136,0.0795791298,0.0567165762,76,18316,18091
1590,0.0133561781,0.0805308148,0.0586353950,76,18316,18091
1600,0.0140181500,0.0864601582,0.0865724608,136,18316,18091
1610,0.0140606295,0.0873094946,0.0902841687,136,18316,18091
1620,0.0153543223,0.0886079073,0.0920394883,136,18316,18091
1630,0.0145720830,0.0900176615,0.0963909701,136,18316,18091
1640,0.0166091751,0.0905651599,0.0992472023,134,18316,18091
1650,0.0166931078,0.0933405980,0.1147053689,134,18316,18091
1660,0.0180003140,0.0936867073,0.1178351641,134,18316,18091
1670,0.0181508511,0.0966505706,0.1234989241,134,18316,18091
1680,0.0195193589,0.0979500264,0.1270963699,134,18316,18091
1690,0.0205321293,0.0983952433,0.1322378367,135,18316,18091
1700,0.0213978961,0.0998904780,0.1358958185,135,18316,18091
1710,0.0216959659,0.1014393419,0.1396851093,135,18316,18091
1720,0.0236636121,0.1025649905,0.1426788867,135,18316,18091
1730,0.0235639457,0.1030076072,0.1422155648,137,18316,18091
1740,0.0252188593,0.1034779847,0.1450340450,137,18316,18091
1750,0.0254020654,0.1035761014,0.1487252861,137,18316,18091
1760,0.0249459445,0.1055267677,0.1526803523,137,18316,18091
1770,0.0261567030,0.1065603644,0.1559959501,137,18316,18091
1780,0.0255727842,0.1051505804,0.1473915726,128,18260,18091
1790,0.0255922265,0.1058187038,0.1500950903,128,18260,18091
1800,0.0269045550,0.1070619971,0.1526556909,128,18260,18091
1810,0.0263174810,0.1080564409,0.1552523524,128,18260,18091
1820,0.0253450833,0.1075999662,0.1460647732,132,18260,18091
1830,0.0253580362,0.1077790186,0.1482995898,132,18260,18091
1840,0.0260879882,0.1089363396,0.1500232518,132,18260,18091
1850,0.0265011359,0.1101156846,0.1517512351,132,18260,18091
1860,0.0265750606,0.1105220765,0.1543266177,129,18260,18091
1870,0.0240079258,0.1102425531,0.1444120407,129,18260,18091
1880,0.0245957449,0.1103077382,0.1464775056,129,18260,18091
1890,0.0249043182,0.1109705865,0.1479289532,129,18260,18091
1900,0.0251288302,0.1127083600,0.1489751190,129,18260,18091
1910,0.0238648690,0.1118179560,0.1406759918,130,18260,18091
1920,0.0245814417,0.1118951365,0.1416492313,130,18260,18091
1930,0.0245268848,0.1120980158,0.1426258385,130,18260,18091
1940,0.0248385016,0.1126350760,0.1433877498,130,18260,18091
1950,0.0235803649,0.1116917208,0.1372568756,130,18260,18091
