Time,X,Y,Z,DiffX,DiffY,DiffZ,Zrange,Gas1L,Gas1R
4870,-0.1091280654,0.0577711426,0.0940558910,-0.1091280654,0.0577711426,0.0940558910,95,19943,20478
4880,-0.1091740802,0.0579485483,0.0964805931,-0.1091740802,0.0579485483,0.0964805931,95,19943,20478
4890,-0.1101848930,0.0576822273,0.0972988158,-0.1101848930,0.0576822273,0.0972988158,95,19943,20478
4900,-0.1112129316,0.0574643537,0.0969522223,-0.1112129316,0.0574643537,0.0969522223,94,19943,20478
4910,-0.1122535318,0.0564104952,0.0977933109,-0.1122535318,0.0564104952,0.0977933109,94,19943,20478
4920,-0.1132246181,0.0563623756,0.0995161012,-0.1132246181,0.0563623756,0.0995161012,94,19956,20478
4930,-0.1146507487,0.0550382882,0.0996485204,-0.1146507487,0.0550382882,0.0996485204,94,19956,20478
4940,-0.1151311845,0.0550687350,0.1045303866,-0.1151311845,0.0550687350,0.1045303866,109,19956,20478
4950,-0.1158705577,0.0546216443,0.1083923280,-0.1158705577,0.0546216443,0.1083923280,109,19956,20478
4960,-0.1175178364,0.0543618500,0.1103114411,-0.1175178364,0.0543618500,0.1103114411,109,19956,20478
4970,-0.1186002120,0.0532680452,0.1124043539,-0.1186002120,0.0532680452,0.1124043539,109,19956,20478
4980,-0.1191626787,0.0531986132,0.1158221662,-0.1191626787,0.0531986132,0.1158221662,109,19956,20478
4990,-0.1206381917,0.0527044460,0.1174111664,-0.1206381917,0.0527044460,0.1174111664,114,19956,20478
5000,-0.1210715547,0.0514657833,0.1202418804,-0.1210715547,0.0514657833,0.1202418804,114,19956,20478
5010,-0.1223752871,0.0517041720,0.1233599931,-0.1223752871,0.0517041720,0.1233599931,114,19956,20478
5020,-0.1225214377,0.0519222207,0.1262794435,-0.1225214377,0.0519222207,0.1262794435,114,19956,20478
5030,-0.1246759817,0.0508170985,0.1303025484,-0.1246759817,0.0508170985,0.1303025484,128,19956,20478
5040,-0.1256645769,0.0509657376,0.1331917644,-0.1256645769,0.0509657376,0.1331917644,128,19956,20478
5050,-0.1254459023,0.0509944931,0.1365336478,-0.1254459023,0.0509944931,0.1365336478,128,19956,20478
5060,-0.1279383004,0.0503930524,0.1402345747,-0.1279383004,0.0503930524,0.1402345747,128,19956,20478
5070,-0.1281551123,0.0489013530,0.1439664960,-0.1281551123,0.0489013530,0.1439664960,128,19956,20478
5080,-0.1292376220,0.0493757240,0.1464546025,-0.1292376220,0.0493757240,0.1464546025,142,19956,20478
5090,-0.1296329945,0.0490976609,0.1495241970,-0.1296329945,0.0490976609,0.1495241970,142,19956,20478
5100,-0.1303484291,0.0492805541,0.1525131315,-0.1303484291,0.0492805541,0.1525131315,142,19956,20478
5110,-0.1307272017,0.0494279787,0.1554315537,-0.1307272017,0.0494279787,0.1554315537,142,19956,20478
5120,-0.1330224127,0.0470070168,0.1615552306,-0.1330224127,0.0470070168,0.1615552306,162,19956,20478
5130,-0.1331730485,0.0471021459,0.1650949866,-0.1331730485,0.0471021459,0.1650949866,162,19956,20478
5140,-0.1336978227,0.0480476804,0.1684653163,-0.1336978227,0.0480476804,0.1684653163,162,19956,20478
5150,-0.1343613118,0.0482728705,0.1715065390,-0.1343613118,0.0482728705,0.1715065390,162,19956,20478
5160,-0.1351159513,0.0475324094,0.1747251302,-0.1351159513,0.0475324094,0.1747251302,166,19956,20478
5170,-0.1356840730,0.0476967059,0.1738895923,-0.1356840730,0.0476967059,0.1738895923,166,19956,20482
5180,-0.1332489252,0.0481693856,0.1767790169,-0.1332489252,0.0481693856,0.1767790169,166,19956,20482
5190,-0.1374682486,0.0477059335,0.1818019599,-0.1374682486,0.0477059335,0.1818019599,166,19956,20482
5200,-0.1374682486,0.0477059335,0.1818019599,-0.1374682486,0.0477059335,0.1818019599,166,19956,20482
5210,-0.1377227902,0.0459547639,0.1809946895,-0.1377227902,0.0459547639,0.1809946895,175,19956,20482
5220,-0.1389596611,0.0475722440,0.1838521361,-0.1389596611,0.0475722440,0.1838521361,175,19956,20482
5230,-0.1392911524,0.0474605970,0.1864275932,-0.1392911524,0.0474605970,0.1864275932,175,19956,20482
5240,-0.1399783045,0.0488646924,0.1887059063,-0.1399783045,0.0488646924,0.1887059063,175,19956,20482
5250,-0.1397425532,0.0492994823,0.1910138726,-0.1397425532,0.0492994823,0.1910138726,191,19956,20482
5260,-0.1395681649,0.0476998314,0.1937405169,-0.1395681649,0.0476998314,0.1937405169,191,19956,20482
5270,-0.1409032047,0.0479914397,0.1964155585,-0.1409032047,0.0479914397,0.1964155585,191,19956,20482
5280,-0.1428399980,0.0487262644,0.1986372024,-0.1428399980,0.0487262644,0.1986372024,191,19956,20482
5290,-0.1430305541,0.0483924039,0.2010303587,-0.1430305541,0.0483924039,0.2010303587,191,19956,20482
5300,-0.1432282627,0.0480654612,0.2027875483,-0.1432282627,0.0480654612,0.2027875483,200,19956,20482
5310,-0.1433565170,0.0499489903,0.2051812708,-0.1433565170,0.0499489903,0.2051812708,200,19956,20482
5320,-0.1439611018,0.0497937091,0.2073195875,-0.1439611018,0.0497937091,0.2073195875,200,19956,20482
5330,-0.1440080553,0.0485546589,0.2095271200,-0.1440080553,0.0485546589,0.2095271200,200,19956,20482
5340,-0.1440542042,0.0482655838,0.2120752633,-0.1440542042,0.0482655838,0.2120752633,213,19956,20482
5350,-0.1440157443,0.0480353571,0.2140293568,-0.1440157443,0.0480353571,0.2140293568,213,19956,20482
5360,-0.1440419108,0.0489904396,0.2160538882,-0.1440419108,0.0489904396,0.2160538882,213,19956,20482
5370,-0.1458078027,0.0483516790,0.2180948555,-0.1458078027,0.0483516790,0.2180948555,213,19956,20482
5380,-0.1459738016,0.0489076376,0.2227571458,-0.1459738016,0.0489076376,0.2227571458,227,19956,20482
5390,-0.1451670676,0.0483164452,0.2247707993,-0.1451670676,0.0483164452,0.2247707993,227,19956,20482
5400,-0.1448750645,0.0478391610,0.2266611010,-0.1448750645,0.0478391610,0.2266611010,227,19956,20482
5410,-0.1422946602,0.0450328030,0.2281122655,-0.1422946602,0.0450328030,0.2281122655,227,19956,20482
5420,-0.1459213346,0.0487441160,0.2326275706,-0.1459213346,0.0487441160,0.2326275706,227,19958,20482
5430,-0.1472336054,0.0476496220,0.2363975197,-0.1472336054,0.0476496220,0.2363975197,239,19958,20482
5440,-0.1475984007,0.0502336323,0.2384405136,-0.1475984007,0.0502336323,0.2384405136,239,19958,20482
5450,-0.1459991336,0.0474379994,0.2411504686,-0.1459991336,0.0474379994,0.2411504686,239,19958,20482
5460,-0.1473429501,0.0445157997,0.2429625243,-0.1473429501,0.0445157997,0.2429625243,239,19958,20482
5470,-0.1479881257,0.0445950925,0.2449618727,-0.1479881257,0.0445950925,0.2449618727,245,19958,20482
5480,-0.1479596347,0.0465846397,0.2471516579,-0.1479596347,0.0465846397,0.2471516579,245,19958,20482
5490,-0.1491236985,0.0467691980,0.2489238679,-0.1491236985,0.0467691980,0.2489238679,245,19958,20482
5500,-0.1489939094,0.0482355319,0.2506923079,-0.1489939094,0.0482355319,0.2506923079,245,19958,20482
5510,-0.1481415033,0.0471841022,0.2526126504,-0.1481415033,0.0471841022,0.2526126504,245,19958,20482
5520,-0.1483767033,0.0383014195,0.2546748221,-0.1483767033,0.0383014195,0.2546748221,252,19958,20482
5530,-0.1475300789,0.0383915715,0.2567171454,-0.1475300789,0.0383915715,0.2567171454,252,19958,20482
5540,-0.1474837512,0.0386120044,0.2586839795,-0.1474837512,0.0386120044,0.2586839795,252,19958,20482
5550,-0.1476037055,0.0383988135,0.2603991628,-0.1476037055,0.0383988135,0.2603991628,252,19958,20482
5560,-0.1471916139,0.0386230573,0.2595584691,-0.1471916139,0.0386230573,0.2595584691,256,19958,20482
5570,-0.1475033015,0.0384364724,0.2609173656,-0.1475033015,0.0384364724,0.2609173656,256,19958,20482
5580,-0.1479135752,0.0389957167,0.2622356713,-0.1479135752,0.0389957167,0.2622356713,256,19958,20482
5590,-0.1483960897,0.0401774570,0.2634028792,-0.1483960897,0.0401774570,0.2634028792,256,19958,20482
5600,-0.1483950615,0.0399025716,0.2645164430,-0.1483950615,0.0399025716,0.2645164430,265,19958,20482
5610,-0.1471636146,0.0396666043,0.2657956779,-0.1471636146,0.0396666043,0.2657956779,265,19958,20482
5620,-0.1475558877,0.0405978262,0.2667388022,-0.1475558877,0.0405978262,0.2667388022,265,19958,20482
5630,-0.1477989554,0.0396817066,0.2678308189,-0.1477989554,0.0396817066,0.2678308189,265,19958,20482
5640,-0.1473364979,0.0397109427,0.2687576115,-0.1473364979,0.0397109427,0.2687576115,265,19958,20482
5650,-0.1468460709,0.0395486057,0.2710121274,-0.1468460709,0.0395486057,0.2710121274,273,19958,20482
5660,-0.1469828486,0.0386079848,0.2719915211,-0.1469828486,0.0386079848,0.2719915211,273,19958,20482
5670,-0.1471210867,0.0385816507,0.2728888988,-0.1471210867,0.0385816507,0.2728888988,273,19958,20497
5680,-0.1472957730,0.0380129665,0.2737264633,-0.1472957730,0.0380129665,0.2737264633,273,19958,20497
5690,-0.1466310769,0.0378259718,0.2751080096,-0.1466310769,0.0378259718,0.2751080096,276,19958,20497
5700,-0.1467467695,0.0379172862,0.2759109437,-0.1467467695,0.0379172862,0.2759109437,276,19958,20497
5710,-0.1469447315,0.0382551290,0.2766683996,-0.1469447315,0.0382551290,0.2766683996,276,19958,20497
5720,-0.1471344978,0.0386311226,0.2773737013,-0.1471344978,0.0386311226,0.2773737013,276,19958,20497
5730,-0.1450857222,0.0389879830,0.2780539691,-0.1450857222,0.0389879830,0.2780539691,276,19958,20497
5740,-0.1444664448,0.0392033719,0.2794314325,-0.1444664448,0.0392033719,0.2794314325,280,19958,20497
5750,-0.1445748210,0.0391540937,0.2801002562,-0.1445748210,0.0391540937,0.2801002562,280,19958,20497
5760,-0.1447337270,0.0388578661,0.2807604373,-0.1447337270,0.0388578661,0.2807604373,280,19958,20497
5770,-0.1437052488,0.0413442329,0.2812707722,-0.1437052488,0.0413442329,0.2812707722,280,19958,20497
5780,-0.1440080553,0.0385542214,0.2829979062,-0.1440080553,0.0385542214,0.2829979062,284,19958,20497
5790,-0.1437744796,0.0385657772,0.2836351395,-0.1437744796,0.0385657772,0.2836351395,284,19958,20497
5800,-0.1441236138,0.0384968854,0.2842629850,-0.1441236138,0.0384968854,0.2842629850,284,19958,20497
5810,-0.1438201368,0.0401372351,0.2849231362,-0.1438201368,0.0401372351,0.2849231362,284,19958,20497
5820,-0.1440849453,0.0398463905,0.2860944569,-0.1440849453,0.0398463905,0.2860944569,287,19958,20497
5830,-0.1428209692,0.0397825390,0.2866863608,-0.1428209692,0.0397825390,0.2866863608,287,19958,20497
5840,-0.1428732723,0.0398589000,0.2872442305,-0.1428732723,0.0398589000,0.2872442305,287,19958,20497
5850,-0.1427264065,0.0397758745,0.2877569199,-0.1427264065,0.0397758745,0.2877569199,287,19958,20497
5860,-0.1427692622,0.0398676395,0.2882336676,-0.1427692622,0.0398676395,0.2882336676,287,19958,20497
5870,-0.1420683414,0.0399318971,0.2888127267,-0.1420683414,0.0399318971,0.2888127267,289,19958,20497
5880,-0.1421704143,0.0406294391,0.2892671824,-0.1421704143,0.0406294391,0.2892671824,289,19958,20497
5890,-0.1422654092,0.0404127948,0.2897068560,-0.1422654092,0.0404127948,0.2897068560,289,19958,20497
5900,-0.1424557269,0.0407816172,0.2901012897,-0.1424557269,0.0407816172,0.2901012897,289,19958,20497
5910,-0.1418786198,0.0404799916,0.2898949683,-0.1418786198,0.0404799916,0.2898949683,289,19958,20497
5920,-0.1419421136,0.0400752798,0.2901998758,-0.1419421136,0.0400752798,0.2901998758,289,19963,20497
5930,-0.1420299411,0.0411921814,0.2905091345,-0.1420299411,0.0411921814,0.2905091345,289,19963,20497
5940,-0.1419787109,0.0416347980,0.2907717228,-0.1419787109,0.0416347980,0.2907717228,289,19963,20497
5950,-0.1419040859,0.0414508358,0.2910170853,-0.1419040859,0.0414508358,0.2910170853,287,19963,20497
5960,-0.1418417841,0.0421352871,0.2896043658,-0.1418417841,0.0421352871,0.2896043658,287,19963,20497
5970,-0.1416858137,0.0421174243,0.2897386849,-0.1416858137,0.0421174243,0.2897386849,287,19963,20497
5980,-0.1414885968,0.0427578352,0.2898528874,-0.1414885968,0.0427578352,0.2898528874,287,19963,20497
5990,-0.1414293647,0.0427238531,0.2899677455,-0.1414293647,0.0427238531,0.2899677455,287,19963,20497
6000,-0.1414492577,0.0432734378,0.2896237969,-0.1414492577,0.0432734378,0.2896237969,289,19963,20497
6010,-0.1413766742,0.0430083759,0.2897031605,-0.1413766742,0.0430083759,0.2897031605,289,19963,20497
6020,-0.1412464529,0.0427156352,0.2897773981,-0.1412464529,0.0427156352,0.2897773981,289,19963,20497
6030,-0.1412957162,0.0446013361,0.2898709178,-0.1412957162,0.0446013361,0.2898709178,289,19963,20497
6040,-0.1412613541,0.0456911474,0.2895497382,-0.1412613541,0.0456911474,0.2895497382,289,19963,20497
6050,-0.1418910027,0.0453829318,0.2896511257,-0.1418910027,0.0453829318,0.2896511257,289,19963,20497
6060,-0.1417981684,0.0450815558,0.2897351980,-0.1417981684,0.0450815558,0.2897351980,289,19963,20497
6070,-0.1417066306,0.0462588333,0.2897920310,-0.1417066306,0.0462588333,0.2897920310,289,19963,20497
6080,-0.1415558010,0.0467002839,0.2898535132,-0.1415558010,0.0467002839,0.2898535132,289,19963,20497
6090,-0.1421327293,0.0464365967,0.2904064655,-0.1421327293,0.0464365967,0.2904064655,291,19963,20497
6100,-0.1426928788,0.0461898185,0.2905135751,-0.1426928788,0.0461898185,0.2905135751,291,19963,20497
6110,-0.1426164359,0.0467298180,0.2906409502,-0.1426164359,0.0467298180,0.2906409502,291,19963,20497
6120,-0.1424972117,0.0465301275,0.2907771170,-0.1424972117,0.0465301275,0.2907771170,291,19963,20497
6130,-0.1423298120,0.0464365743,0.2917609513,-0.1423298120,0.0464365743,0.2917609513,293,19963,20497
6140,-0.1421879530,0.0463999175,0.2919663787,-0.1421879530,0.0463999175,0.2919663787,293,19963,20497
6150,-0.1427329183,0.0463696197,0.2921848893,-0.1427329183,0.0463696197,0.2921848893,293,19963,20497
6160,-0.1426152438,0.0465126000,0.2924160659,-0.1426152438,0.0465126000,0.2924160659,293,19963,20497
6170,-0.1432942301,0.0480932035,0.2931974530,-0.1432942301,0.0480932035,0.2931974530,294,19963,20491
6180,-0.1431611925,0.0483156778,0.2934684157,-0.1431611925,0.0483156778,0.2934684157,294,19963,20491
6190,-0.1429920793,0.0478545129,0.2937600315,-0.1429920793,0.0478545129,0.2937600315,294,19963,20491
6200,-0.1428665221,0.0486916266,0.2940227985,-0.1428665221,0.0486916266,0.2940227985,294,19963,20491
6210,-0.1434949636,0.0486674644,0.2943187952,-0.1434949636,0.0486674644,0.2943187952,294,19963,20491
6220,-0.1433624923,0.0478294827,0.2949051857,-0.1433624923,0.0478294827,0.2949051857,295,19963,20491
6230,-0.1440036148,0.0482803881,0.2952204943,-0.1440036148,0.0482803881,0.2952204943,295,19963,20491
6240,-0.1438747644,0.0473586097,0.2955416441,-0.1438747644,0.0473586097,0.2955416441,295,19963,20491
6250,-0.1438187063,0.0479480103,0.2958973944,-0.1438187063,0.0479480103,0.2958973944,295,19963,20491
6260,-0.1437273473,0.0492287651,0.2965511084,-0.1437273473,0.0492287651,0.2965511084,297,19963,20491
6270,-0.1442886889,0.0493775196,0.2968993783,-0.1442886889,0.0493775196,0.2968993783,297,19963,20491
6280,-0.1440442801,0.0481921695,0.2972771525,-0.1440442801,0.0481921695,0.2972771525,297,19963,20491
6290,-0.1439011693,0.0477307402,0.2976149619,-0.1439011693,0.0477307402,0.2976149619,297,19963,20491
6300,-0.1445261985,0.0479075648,0.2983796299,-0.1445261985,0.0479075648,0.2983796299,299,19963,20491
6310,-0.1452323347,0.0480507724,0.2987614870,-0.1452323347,0.0480507724,0.2987614870,299,19963,20491
6320,-0.1459011585,0.0482835025,0.2991236746,-0.1459011585,0.0482835025,0.2991236746,299,19963,20491
6330,-0.1458782852,0.0485408045,0.2994889021,-0.1458782852,0.0485408045,0.2994889021,299,19963,20491
6340,-0.1457245499,0.0487992316,0.2998396456,-0.1457245499,0.0487992316,0.2998396456,299,19963,20491
6350,-0.1463096142,0.0489722192,0.2998292446,-0.1463096142,0.0489722192,0.2998292446,299,19963,20491
6360,-0.1467929184,0.0489967652,0.3001504242,-0.1467929184,0.0489967652,0.3001504242,299,19963,20491
6370,-0.1466058195,0.0491094552,0.3004930019,-0.1466058195,0.0491094552,0.3004930019,299,19963,20491
6380,-0.1464474201,0.0492225774,0.3008182347,-0.1464474201,0.0492225774,0.3008182347,299,19963,20491
6390,-0.1469874531,0.0492919534,0.3010723591,-0.1469874531,0.0492919534,0.3010723591,301,19963,20491
6400,-0.1482608467,0.0498261340,0.3013536930,-0.1482608467,0.0498261340,0.3013536930,301,19963,20491
6410,-0.1480281800,0.0498073138,0.3016740382,-0.1480281800,0.0498073138,0.3016740382,301,19963,20491
6420,-0.1493239403,0.0496264808,0.3019531071,-0.1493239403,0.0496264808,0.3019531071,301,19982,20491
6430,-0.1491229385,0.0495646447,0.3013888896,-0.1491229385,0.0495646447,0.3013888896,300,19982,20491
6440,-0.1488980949,0.0495114550,0.3016473651,-0.1488980949,0.0495114550,0.3016473651,300,19982,20491
6450,-0.1486386806,0.0494866297,0.3018907607,-0.1486386806,0.0494866297,0.3018907607,300,19982,20491
6460,-0.1498648822,0.0509095266,0.3021517694,-0.1498648822,0.0509095266,0.3021517694,300,19982,20491
6470,-0.1496707797,0.0503306240,0.3024494052,-0.1496707797,0.0503306240,0.3024494052,300,19982,20491
6480,-0.1494928300,0.0496518649,0.3029296994,-0.1494928300,0.0496518649,0.3029296994,303,19982,20491
6490,-0.1493832171,0.0497430786,0.3031793237,-0.1493832171,0.0497430786,0.3031793237,303,19982,20491
6500,-0.1500733793,0.0497538485,0.3034327924,-0.1500733793,0.0497538485,0.3034327924,303,19982,20491
6510,-0.1501836777,0.0497545637,0.3036702275,-0.1501836777,0.0497545637,0.3036702275,303,19982,20491
6520,-0.1502652913,0.0497958511,0.3039371371,-0.1502652913,0.0497958511,0.3039371371,304,19982,20491
6530,-0.1504693180,0.0505833589,0.3041756451,-0.1504693180,0.0505833589,0.3041756451,304,19982,20491
6540,-0.1506147236,0.0506325886,0.3044046164,-0.1506147236,0.0506325886,0.3044046164,304,19982,20491
6550,-0.1506434977,0.0492401272,0.3046550751,-0.1506434977,0.0492401272,0.3046550751,304,19982,20491
6560,-0.1514037997,0.0491821133,0.3057000935,-0.1514037997,0.0491821133,0.3057000935,307,19982,20491
6570,-0.1514256448,0.0492357835,0.3059718609,-0.1514256448,0.0492357835,0.3059718609,307,19982,20491
6580,-0.1514384747,0.0500869937,0.3062590063,-0.1514384747,0.0500869937,0.3062590063,307,19982,20491
6590,-0.1513631940,0.0502674803,0.3065245152,-0.1513631940,0.0502674803,0.3065245152,307,19982,20491
6600,-0.1512746066,0.0512083545,0.3067561686,-0.1512746066,0.0512083545,0.3067561686,308,19982,20491
6610,-0.1511739939,0.0506734364,0.3075094521,-0.1511739939,0.0506734364,0.3075094521,308,19982,20491
6620,-0.1510245353,0.0485223606,0.3078100681,0.0001494586,-0.0021510758,0.3078100681,308,19982,20491
6630,-0.1525354385,0.0491159521,0.3081445694,-0.0013614446,-0.0015574843,0.3081445694,308,19982,20491
6640,-0.1526319683,0.0497304611,0.3084330857,-0.0014579743,-0.0009429753,0.3084330857,308,19982,20491
6650,-0.1527398229,0.0495930575,0.3096340001,-0.0015658289,-0.0010803789,0.3096340001,311,19982,20491
6660,-0.1527680010,0.0502477586,0.3099575937,-0.0015940070,-0.0004256777,0.3099575937,311,19982,20491
6670,-0.1520703733,0.0502871908,0.3102756143,-0.0008963794,-0.0003862455,0.3102756143,311,19982,20503
6680,-0.1520954221,0.0503171235,0.3105781078,-0.0009214282,-0.0003563128,0.3105781078,311,19982,20503
6690,-0.1527678519,0.0503075831,0.3121060133,-0.0015938580,-0.0003658533,0.3121060133,314,19982,20503
6700,-0.1534013450,0.0496114716,0.3124850094,-0.0022273511,-0.0010619648,0.3124850094,314,19982,20503
6710,-0.1534266025,0.0496672876,0.3128643334,-0.0022526085,-0.0010061488,0.3128643334,314,19982,20503
6720,-0.1534059346,0.0483388975,0.3132243156,-0.0022319406,-0.0023345388,0.3132243156,314,19982,20503
6730,-0.1526791453,0.0484365709,0.3136001825,-0.0015051514,-0.0022368655,0.3136001825,316,19982,20503
6740,-0.1526679248,0.0485867076,0.3149147630,-0.0014939308,-0.0020867288,0.3149147630,316,19982,20503
6750,-0.1526771784,0.0480063558,0.3152953982,-0.0015031844,-0.0026670806,0.3152953982,316,19982,20503
6760,-0.1526863426,0.0481850840,0.3156930804,-0.0015123487,-0.0024883524,0.3156930804,316,19982,20503
6770,-0.1536020786,0.0484848469,0.3160894513,-0.0024280846,-0.0021885894,0.3160894513,316,19982,20503
6780,-0.1537767351,0.0488107763,0.3158499002,-0.0026027411,-0.0018626601,0.3158499002,315,19982,20503
6790,-0.1539641619,0.0490580685,0.3161409795,-0.0027901679,-0.0016153678,0.3161409795,315,19982,20503
6800,-0.1540688276,0.0492597111,0.3164225519,-0.0028948337,-0.0014137253,0.3164225519,315,19982,20503
6810,-0.1541228592,0.0485741943,0.3167257607,-0.0029488653,-0.0020992421,0.3167257607,315,19982,20503
6820,-0.1541119367,0.0493287407,0.3169867396,-0.0029379427,-0.0013446957,0.3169867396,317,19982,20503
6830,-0.1540658176,0.0491624139,0.3172373772,-0.0028918236,-0.0015110224,0.3172373772,317,19982,20503
6840,-0.1539896727,0.0488885194,0.3174725473,-0.0028156787,-0.0017849170,0.3174725473,317,19982,20503
6850,-0.1546758711,0.0485899150,0.3176940382,-0.0035018772,-0.0020835213,0.3176940382,317,19982,20503
6860,-0.1546474695,0.0483206734,0.3179073930,-0.0034734756,-0.0023527630,0.3179073930,317,19982,20503
6870,-0.1546781510,0.0482135713,0.3185499310,-0.0035041571,-0.0024598651,0.3185499310,319,19982,20503
6880,-0.1540183574,0.0482232906,0.3187611997,-0.0028443635,-0.0024501458,0.3187611997,319,19982,20503
6890,-0.1548434049,0.0482824668,0.3189594746,-0.0036694109,-0.0023909695,0.3189594746,319,19982,20503
6900,-0.1549113840,0.0484432578,0.3191426098,-0.0037373900,-0.0022301786,0.3191426098,319,19982,20503
6910,-0.1550023854,0.0486868955,0.3191907704,-0.0038283914,-0.0019865409,0.3191907704,319,19982,20503
6920,-0.1550510228,0.0489254296,0.3193516433,-0.0038770288,-0.0017480068,0.3193516433,319,19988,20503
6930,-0.1551178396,0.0491398685,0.3194926083,-0.0039438456,-0.0015335679,0.3194926083,319,19988,20503
6940,-0.1544052511,0.0492921472,0.3196311593,-0.0032312572,-0.0013812892,0.3196311593,319,19988,20503
6950,-0.1551475525,0.0492313057,0.3197879791,-0.0039735585,-0.0014421307,0.3197879791,322,19988,20503
6960,-0.1551016271,0.0490285642,0.3208490312,-0.0039276332,-0.0016448721,0.3208490312,322,19988,20503
6970,-0.1557696164,0.0486988090,0.3210396767,-0.0045956224,-0.0019746274,0.3210396767,322,19988,20503
6980,-0.1557286978,0.0483367369,0.3212280273,-0.0045547038,-0.0023366995,0.3212280273,322,19988,20503
6990,-0.1557441056,0.0480214283,0.3214013875,-0.0045701116,-0.0026520081,0.3214013875,322,19988,20503
7000,-0.1556941122,0.0477913655,0.3209182918,-0.0045201182,-0.0028820708,0.3209182918,320,19988,20503
7010,-0.1559025943,0.0494206771,0.3210731447,-0.0047286004,-0.0012527592,0.3210731447,320,19988,20503
7020,-0.1558805257,0.0488390848,0.3211902976,-0.0047065318,-0.0018343516,0.3211902976,320,19988,20503
7030,-0.1551349908,0.0483903848,0.3212912679,-0.0039609969,-0.0022830516,0.3212912679,320,19988,20503
7040,-0.1551581621,0.0502326936,0.3220227361,-0.0039841682,-0.0004407428,0.3220227361,323,19988,20503
7050,-0.1544048190,0.0489695370,0.3221793771,-0.0032308251,-0.0017038994,0.3221793771,323,19988,20503
7060,-0.1544417888,0.0490224771,0.3222827911,-0.0032677948,-0.0016509593,0.3222827911,323,19988,20503
7070,-0.1553173661,0.0488609336,0.3224034607,-0.0041433722,-0.0018125027,0.3224034607,323,19988,20503
7080,-0.1556164920,0.0503092743,0.3224815428,-0.0044424981,-0.0003641620,0.3224815428,323,19988,20503
7090,-0.1550993770,0.0493164957,0.3236336410,-0.0039253831,-0.0013569407,0.3236336410,325,19988,20503
7100,-0.1553804576,0.0496512279,0.3237770498,-0.0042064637,-0.0010222085,0.3237770498,325,19988,20503
7110,-0.1556242108,0.0508023165,0.3239094913,-0.0044502169,0.0001288801,0.3239094913,325,19988,20503
7120,-0.1558850408,0.0534746759,0.3239527047,-0.0047110468,0.0028012395,0.3239527047,325,19988,20503
7130,-0.1557887644,0.0519039035,0.3254227638,-0.0046147704,0.0012304671,0.3254227638,327,19988,20503
7140,-0.1558226347,0.0521622151,0.3256160617,-0.0046486408,0.0014887787,0.3256160617,327,19988,20503
7150,-0.1555755138,0.0524467528,0.3258463442,-0.0044015199,0.0017733164,0.3258463442,327,19988,20503
7160,-0.1554332078,0.0530073680,0.3260355890,-0.0042592138,0.0023339316,0.3260355890,327,19988,20503
7170,-0.1559923887,0.0527512915,0.3262592256,-0.0048183948,0.0020778552,0.3262592256,329,19988,20518
7180,-0.1565597504,0.0523950234,0.3275951743,-0.0053857565,0.0017215870,0.3275951743,329,19988,20518
7190,-0.1549980342,0.0520909615,0.3278801441,-0.0038240403,0.0014175251,0.3278801441,329,19988,20518
7200,-0.1549231857,0.0522070862,0.3281239271,-0.0037491918,0.0015336499,0.3281239271,329,19988,20518
7210,-0.1565586329,0.0501851179,0.3284214139,-0.0053846389,-0.0004883185,0.3284214139,329,19988,20518
7220,-0.1566342413,0.0515995026,0.3276402056,-0.0054602474,0.0009260662,0.3276402056,326,19988,20518
7230,-0.1567158848,0.0517651923,0.3278091252,-0.0055418909,0.0010917559,0.3278091252,326,19988,20518
7240,-0.1566667408,0.0521180145,0.3279961050,-0.0054927468,0.0014445782,0.3279961050,326,19988,20518
7250,-0.1557917446,0.0517879464,0.3281650841,-0.0046177506,0.0011145100,0.3281650841,326,19988,20518
7260,-0.1556615680,0.0522107258,0.3289667070,-0.0044875741,0.0015372895,0.3289667070,330,19988,20518
7270,-0.1555368155,0.0495912917,0.3291193247,-0.0043628216,-0.0010821447,0.3291193247,330,19988,20518
7280,-0.1555558294,0.0497677699,0.3292799294,-0.0043818355,-0.0009056665,0.3292799294,330,19988,20518
7290,-0.1556501538,0.0506230257,0.3294599950,-0.0044761598,-0.0000504106,0.3294599950,330,19988,20518
7300,-0.1588223279,0.0521019250,0.3296505809,-0.0076483339,0.0014284886,0.3296505809,330,19988,20518
7310,-0.1559705138,0.0523136929,0.3288639188,-0.0047965199,0.0016402565,0.3288639188,327,19988,20518
7320,-0.1560287923,0.0523666069,0.3289172053,-0.0048547983,0.0016931705,0.3289172053,327,19988,20518
7330,-0.1567208916,0.0516021401,0.3289812803,-0.0055468976,0.0009287037,0.3289812803,327,19988,20518
7340,-0.1558388174,0.0500159897,0.3290228844,-0.0046648234,-0.0006574467,0.3290228844,327,19988,20518
7350,-0.1549557596,0.0520932302,0.3290704787,-0.0037817657,0.0014197938,0.3290704787,329,19988,20518
7360,-0.1548278183,0.0497906357,0.3291274607,-0.0036538243,-0.0008828007,0.3291274607,329,19988,20518
7370,-0.1557145268,0.0520482026,0.3292675912,-0.0045405328,0.0013747662,0.3292675912,329,19988,20518
7380,-0.1559118479,0.0522091165,0.3292734325,-0.0047378540,0.0015356801,0.3292734325,329,19988,20518
