Time,X,Y,Z,Gas1L,Gas1R
0,0.0915163532,0.1330629438,1.0019253492,18362,18345
100,0.1008678228,0.1410706192,1.0002331734,18376,18345
200,0.1118470430,0.1462813467,0.9988048077,18376,18345
300,0.1203353107,0.1546175778,0.9976181984,18376,18345
400,0.1264465004,0.1587662250,0.9949207306,18376,18354
500,0.1295683235,0.1616757810,0.9968879223,18376,18354
600,0.1322502941,0.1641071588,0.9960469604,18356,18354
700,0.1337620765,0.1650402546,0.9911302328,18356,18354
800,0.1340888888,0.1642331481,0.9902570844,18356,18354
900,0.1421672553,0.1669651568,0.9932827950,18356,18352
1000,0.1581088603,0.1679695696,0.9936125875,18356,18352
1100,0.1719930321,0.1678970903,0.9903572202,18360,18352
1200,0.1899895966,0.1679507345,0.9868302941,18360,18352
1300,0.2077207118,0.1689780056,0.9853512645,18360,18352
1400,0.2169732153,0.1714347899,0.9847408533,18360,18345
1500,0.2249879241,0.1685535759,0.9852316976,18360,18345
1600,0.2330781370,0.1733403951,0.9824721217,18356,18345
1700,0.2384146899,0.1748343110,0.9835913181,18356,18345
1800,0.2459017336,0.1790119857,0.9838037491,18356,18345
1900,0.2504381537,0.1786155254,0.9826167822,18356,18368
2000,0.2592413127,0.1764953732,0.9825555682,18356,18368
2100,0.2744980156,0.1740949601,0.9755020738,18362,18368
2200,0.2921116650,0.1775171906,0.9742287397,18362,18368
2300,0.3065708876,0.1772861779,0.9728770852,18362,18368
2400,0.3143106401,0.1765034050,0.9758382440,18362,18370
2500,0.3242601752,0.1770001799,0.9766176343,18362,18370
2600,0.3386280835,0.1785117388,0.9756781459,18366,18370
2700,0.3343349099,0.1782715172,0.9749225378,18366,18370
2800,0.3446539640,0.1793258637,0.9748777151,18366,18370
2900,0.3532018661,0.1813585460,0.9768875241,18366,18359
3000,0.3646684885,0.1805192381,0.9777811170,18366,18359
3100,0.3756632507,0.1825462431,0.9756106138,18389,18359
3200,0.3905037940,0.1851869524,0.9729595780,18389,18359
3300,0.4052734673,0.1842124313,0.9689337611,18389,18359
3400,0.4142591655,0.1869151145,0.9694982767,18389,18385
3500,0.4205974042,0.1888774782,0.9682493210,18389,18385
3600,0.4301011860,0.1882135719,0.9699094296,18388,18385
3700,0.4279349148,0.1988125294,0.9667019248,18388,18385
3800,0.4326213002,0.2007375360,0.9690207243,18388,18385
3900,0.4381906390,0.2031252682,0.9711101651,18388,18378
4000,0.4472194910,0.2069794834,0.9712806940,18388,18378
4100,0.4655908942,0.2081859559,0.9714129567,18376,18378
4200,0.4765208662,0.2104447335,0.9668498635,18376,18378
4300,0.4887706339,0.2117333710,0.9681255221,18376,18378
4400,0.5022341609,0.2147539556,0.9643209577,18376,18378
4500,0.5133212209,0.2186679989,0.9646163583,18376,18378
4600,0.5227801204,0.2193407565,0.9639844894,18397,18378
4700,0.5222880840,0.2220677733,0.9651567936,18397,18378
4800,0.5263493657,0.2216567844,0.9613428116,18397,18378
4900,0.5356893539,0.2244705409,0.9655330777,18397,18389
5000,0.5423952937,0.2258069366,0.9692363143,18397,18389
5100,0.5490850806,0.2264230102,0.9719055891,18397,18389
5200,0.5575254560,0.2257947475,0.9699145555,18397,18389
5300,0.5737598538,0.2262745649,0.9643511772,18397,18389
5400,0.5836965442,0.2304837257,0.9632332921,18397,18385
5500,0.5949998498,0.2297328115,0.9615393281,18397,18385
5600,0.6041312218,0.2313482910,0.9634849429,18406,18385
5700,0.6141918898,0.2346320748,0.9605062604,18406,18385
5800,0.6196084023,0.2346833795,0.9587445855,18406,18385
5900,0.6299276948,0.2268338799,0.9592665434,18406,18396
6000,0.6368862987,0.2273262590,0.9618335962,18406,18396
6100,0.6504603624,0.2253927290,0.9654461741,18405,18396
6200,0.6613090634,0.2277561575,0.9657095075,18405,18396
6300,0.6765725017,0.2249619365,0.9636871815,18405,18396
6400,0.6903474331,0.2253296673,0.9596887231,18405,18392
6500,0.7017117739,0.2240745872,0.9564954042,18405,18392
