Time,X,Y,Z,Gas1L,Gas1R
0,0.1087615788,0.1175301597,0.9945055246,18274,18292
100,0.1172464713,0.1206821054,0.9976362586,18274,18292
200,0.1321987659,0.1280795634,0.9991000891,18279,18292
300,0.1397868842,0.1349065006,1.0011274815,18279,18292
400,0.1469448954,0.1385619044,1.0006135702,18279,18292
500,0.1532465518,0.1400588304,0.9978795052,18279,18289
600,0.1590075195,0.1399046779,0.9942743182,18279,18289
700,0.1703180075,0.1432204098,0.9919834137,18278,18289
800,0.1704578698,0.1396576017,0.9914786220,18278,18289
901,0.1775237620,0.1383917332,0.9900029898,18278,18289
1000,0.1854414046,0.1402997375,0.9897778034,18278,18285
1101,0.1968464702,0.1400115043,0.9902650714,18278,18285
1201,0.2081762254,0.1437411159,0.9912801385,18282,18285
1300,0.2266677171,0.1421733201,0.9889132380,18282,18285
1400,0.2406207621,0.1442459822,0.9845530987,18282,18285
1500,0.2532272339,0.1495516300,0.9829356074,18282,18288
1600,0.2611117959,0.1492504328,0.9800804257,18282,18288
1701,0.2754590213,0.1532948315,0.9791948199,18276,18288
1801,0.2772932649,0.1499945521,0.9810702205,18276,18288
1900,0.2798981071,0.1519174725,0.9860466719,18276,18288
2001,0.2892741859,0.1534724981,0.9856319427,18276,18285
2100,0.2964587212,0.1522939503,0.9824543595,18276,18285
2200,0.3126906753,0.1519151777,0.9795428514,18282,18285
2300,0.3261339962,0.1566606462,0.9741993546,18282,18285
2400,0.3389196992,0.1569888890,0.9729042649,18282,18285
2500,0.3549855351,0.1557531953,0.9711424112,18282,18278
2600,0.3682733178,0.1601153910,0.9733189940,18282,18278
2700,0.3733525276,0.1597954333,0.9738742113,18277,18278
2800,0.3895458877,0.1616838127,0.9728822708,18277,18278
2901,0.3951977789,0.1621255130,0.9695773125,18277,18278
3001,0.4025801420,0.1620109230,0.9695225358,18277,18284
3101,0.4139869511,0.1596581042,0.9710884094,18277,18284
3201,0.4251426756,0.1581637412,0.9687881470,18278,18284
3301,0.4343373775,0.1607586890,0.9698628187,18278,18284
3401,0.4492085874,0.1580482572,0.9705099463,18278,18284
3501,0.4661304951,0.1559041291,0.9702112079,18278,18280
3601,0.4768293202,0.1571737677,0.9711679816,18278,18280
3701,0.4835911095,0.1582159400,0.9709597230,18263,18280
3801,0.4901479483,0.1563472599,0.9689374566,18263,18280
3901,0.4972458184,0.1567723751,0.9682600498,18263,18280
4001,0.5030428767,0.1564219445,0.9695587754,18263,18284
4101,0.5081778169,0.1563222259,0.9658764005,18263,18284
4201,0.5313795805,0.1555609852,0.9639900327,18268,18284
4301,0.5402289033,0.1603190452,0.9618466496,18268,18284
4401,0.5633642077,0.1606984735,0.9618928432,18268,18284
4501,0.5713911057,0.1621659994,0.9612647295,18268,18287
4601,0.5837070346,0.1607128084,0.9638708234,18268,18287
4701,0.5908403993,0.1605805457,0.9635046124,18262,18287
4801,0.6021983624,0.1598389745,0.9629780054,18262,18287
4901,0.6044726372,0.1599688530,0.9617361426,18262,18287
5001,0.6054978371,0.1578775942,0.9619430304,18262,18286
5101,0.6165686250,0.1580341607,0.9640898108,18262,18286
5201,0.6308330894,0.1603341103,0.9650229216,18263,18286
5301,0.6436722279,0.1576400250,0.9670842886,18263,18286
5401,0.6586492658,0.1618584096,0.9672651291,18263,18286
5501,0.6812642217,0.1641121805,0.9644905329,18263,18286
