Time,X,Y,Z,Gas1L,Gas1R
0,0.1361757368,0.0615671463,1.0134687424,18424,18268
100,0.1456874013,0.0785079375,1.0056796074,18424,18268
200,0.1515209526,0.0885971710,1.0004748106,18424,18273
300,0.1597322375,0.0967749730,0.9941214323,18424,18273
400,0.1663793325,0.1053767279,0.9912962914,18424,18273
500,0.1737242490,0.1103361547,0.9854364395,18424,18273
600,0.1810200512,0.1063338667,0.9821723700,18424,18273
700,0.1929370612,0.1070378050,0.9822690487,18424,18272
800,0.1985359788,0.1106200516,0.9861913323,18424,18272
900,0.2054512203,0.1054469794,0.9898150563,18431,18272
1000,0.2154940367,0.1090307683,0.9903925061,18431,18272
1100,0.2246069461,0.1120529324,0.9911476374,18431,18272
1200,0.2404792458,0.1090043783,0.9893946648,18431,18276
1300,0.2526226342,0.1101653650,0.9858393669,18431,18276
1400,0.2727313936,0.1117926911,0.9852212071,18423,18276
1500,0.2801799774,0.1193613186,0.9849075675,18423,18276
1600,0.2878892422,0.1179766357,0.9804947376,18423,18276
1700,0.2998098731,0.1221696436,0.9779524803,18423,18274
1800,0.3007551432,0.1278309673,0.9799755812,18423,18274
1900,0.3023769259,0.1253365427,0.9769330621,18420,18274
2000,0.3117288351,0.1265105307,0.9765964746,18420,18274
2100,0.3239138424,0.1284151673,0.9773208499,18420,18274
2200,0.3338091969,0.1303367466,0.9778333902,18420,18277
2300,0.3438625336,0.1328562796,0.9801203609,18420,18277
2400,0.3594602048,0.1298722923,0.9763235450,18410,18277
2500,0.3712448180,0.1294282079,0.9768654108,18410,18277
2600,0.3822855651,0.1258365065,0.9805871248,18410,18277
2700,0.3940591216,0.1254600137,0.9742661119,18410,18271
2800,0.3977121413,0.1249442622,0.9693613648,18410,18271
2900,0.4046998322,0.1229545921,0.9689298868,18428,18271
3000,0.4118796587,0.1242955700,0.9698883891,18428,18271
3100,0.4207712412,0.1269139796,0.9742994905,18428,18271
3200,0.4376845956,0.1237199306,0.9748684764,18428,18274
3300,0.4494532943,0.1275692433,0.9743288755,18428,18274
3400,0.4663640261,0.1252849996,0.9736965895,18421,18274
3500,0.4781979024,0.1247950569,0.9739453793,18421,18274
3600,0.4889656603,0.1265333891,0.9731516242,18421,18274
3700,0.5013352036,0.1268470436,0.9699999690,18421,18280
3800,0.5118524432,0.1244210079,0.9690226912,18421,18280
3900,0.5216916203,0.1254796237,0.9666392803,18414,18280
4000,0.5308495760,0.1261709034,0.9672785997,18414,18280
4100,0.5431617498,0.1230931655,0.9655526876,18414,18280
4200,0.5589327216,0.1247678623,0.9641097188,18414,18276
4300,0.5659055114,0.1245069504,0.9678112268,18414,18276
4400,0.5825964808,0.1254580170,0.9704459906,18413,18276
4500,0.6018791795,0.1269478798,0.9685589075,18413,18276
4600,0.6130475402,0.1323008239,0.9688655734,18413,18276
4700,0.6216856241,0.1303331554,0.9687598944,18413,18267
4800,0.6330369711,0.1314136535,0.9665105343,18413,18267
4900,0.6415333748,0.1325704157,0.9627055526,18425,18267
5000,0.6447002888,0.1302781552,0.9588782191,18425,18267
5100,0.6553327441,0.1298018396,0.9574406743,18425,18267
5200,0.6693528891,0.1323588938,0.9572513103,18425,18277
5300,0.6856680512,0.1334078014,0.9583901167,18425,18277
5400,0.6992242336,0.1344246119,0.9589983821,18427,18277
5500,0.7087670565,0.1386907995,0.9641550183,18427,18277
5600,0.7194823623,0.1374583095,0.9679100513,18427,18277
5700,0.7287608385,0.1409833133,0.9676076174,18427,18272
5800,0.7465845942,0.1439873725,0.9637908340,18427,18272
5900,0.7425160408,0.1445442438,0.9619443417,18425,18272
6000,0.7510920763,0.1464981884,0.9622964263,18425,18272
6100,0.7632241845,0.1476402879,0.9620336890,18425,18272
6200,0.7716653943,0.1481744647,0.9651340842,18425,18276
6300,0.7832788825,0.1497767270,0.9637532234,18425,18276
6400,0.7995048761,0.1497627497,0.9643890262,18433,18276
6500,0.8110966086,0.1536356658,0.9683756232,18433,18276
6600,0.8233721256,0.1521608382,0.9645968676,18433,18276
6700,0.8302693963,0.1505250931,0.9599772692,18433,18277
6800,0.8481182456,0.1520923823,0.9583063722,18433,18277
6900,0.8480659723,0.1500654370,0.9518269300,18428,18277
7000,0.8532072306,0.1507629752,0.9529570937,18428,18277
7100,0.8679329157,0.1530514657,0.9552562833,18428,18277
7200,0.8775903583,0.1568499655,0.9580918550,18428,18282
7300,0.8888524771,0.1626938581,0.9575335979,18428,18282
7400,0.9013620615,0.1650922000,0.9589603543,18416,18282
7500,0.9189316630,0.1657361090,0.9636171460,18416,18282
7600,0.9291871786,0.1670227051,0.9645168185,18416,18282
7700,0.9346765876,0.1667935848,0.9660080075,18416,18287
7800,0.9438998103,0.1672442853,0.9643601179,18416,18287
7900,0.9531446695,0.1653750390,0.9594466686,18416,18287
8000,0.9632635713,0.1624414623,0.9557497501,18416,18287
8100,0.9656121731,0.1612628549,0.9552643299,18416,18287
8200,0.9723887444,0.1593067646,0.9542254210,18416,18290
8300,0.9872117043,0.1566069424,0.9583303928,18416,18290
8400,0.9997949600,0.1558971405,0.9608472586,18418,18290
8500,1.0197925568,0.1562913656,0.9634339809,18418,18290
8600,1.0326055288,0.1533301026,0.9617784619,18418,18290
