Time,X,Y,Z,Gas1L,Gas1R
0,0.0709113479,0.1431730241,0.9898017645,18373,18352
100,0.0846067965,0.1573282927,0.9878857136,18373,18352
200,0.0906916261,0.1557930708,0.9889330268,18373,18352
300,0.0974879563,0.1648472100,0.9894084334,18357,18352
400,0.1025182083,0.1728876978,0.9882105589,18357,18352
500,0.1087017059,0.1730087996,0.9870834351,18357,18355
600,0.1108555943,0.1695862710,0.9884932041,18357,18355
700,0.1234135106,0.1739573628,0.9890479445,18357,18355
800,0.1262623519,0.1710027158,0.9924048185,18365,18355
900,0.1246986166,0.1734031737,0.9938628078,18365,18355
1000,0.1315546036,0.1740630865,0.9899278283,18365,18353
1100,0.1451156586,0.1778355688,0.9885495305,18365,18353
1200,0.1542499959,0.1757637858,0.9862118363,18365,18353
1300,0.1668751985,0.1815566421,0.9817456007,18362,18353
1400,0.1812653989,0.1798389256,0.9818039536,18362,18353
1500,0.1905317307,0.1787028313,0.9844231606,18362,18351
1600,0.1981964558,0.1796663254,0.9847605824,18362,18351
1700,0.2146250904,0.1759673506,0.9840105772,18362,18351
1800,0.2103110105,0.1775481105,0.9831717610,18349,18351
1900,0.2175089121,0.1816479117,0.9828354120,18349,18351
2000,0.2223568857,0.1793248057,0.9810747504,18349,18344
2100,0.2374124378,0.1790239364,0.9772548676,18349,18344
2200,0.2475126833,0.1769198030,0.9732109308,18349,18344
2300,0.2632952929,0.1798451990,0.9710913301,18364,18344
2400,0.2812116146,0.1810748428,0.9703841209,18364,18344
2500,0.2884585857,0.1823923290,0.9711363316,18364,18359
2600,0.2976842821,0.1839196384,0.9726669788,18364,18359
2700,0.3120731711,0.1840292364,0.9723277688,18364,18359
2800,0.3181745708,0.1840848029,0.9744340181,18349,18359
2900,0.3197764456,0.1879392713,0.9749678969,18349,18359
3000,0.3226970136,0.1895308942,0.9724265337,18349,18354
3100,0.3331972063,0.1892145723,0.9675488472,18349,18354
3200,0.3422087133,0.1862924099,0.9648151994,18349,18354
3300,0.3555799425,0.1880203187,0.9642677307,18346,18354
3400,0.3702527881,0.1862951368,0.9681596160,18346,18354
3500,0.3775190115,0.1855624914,0.9705755115,18346,18356
